MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
5390	3	0.2	0.0	1784.0	0.76900834
5390	3	0.30000000000000004	0.0	1784.0	0.7696125
5390	3	0.30000000000000004	0.1	1784.0	0.7638604
5390	3	0.30000000000000004	0.2	1784.0	0.76765114
5390	3	0.4	0.0	5391.0	0.86513084
5390	3	0.4	0.1	5391.0	0.8672734
5390	3	0.4	0.2	5391.0	0.8654487
5390	3	0.5	0.0	5391.0	0.8584158
5390	3	0.5	0.1	5391.0	0.8592507
5390	3	0.5	0.2	5391.0	0.86040276
5390	3	0.5	0.30000000000000004	4716.0	0.86238724
5390	3	0.6	0.0	5391.0	0.84984475
5390	3	0.6	0.1	5391.0	0.8484896
5390	3	0.6	0.2	5391.0	0.8495404
5390	3	0.6	0.30000000000000004	5220.0	0.85071105
5390	3	0.6	0.4	1784.0	0.8375089
5390	3	0.7	0.0	5391.0	0.8206386
5390	3	0.7	0.1	5391.0	0.82093954
5390	3	0.7	0.2	5391.0	0.8195788
5390	3	0.7	0.30000000000000004	5391.0	0.82928205
5390	3	0.7	0.4	5327.3335	0.83429813
5390	3	0.7	0.5	4645.0	0.8377568
5390	3	0.7999999999999999	0.0	5391.0	0.76130104
5390	3	0.7999999999999999	0.1	5391.0	0.76379627
5390	3	0.7999999999999999	0.2	5391.0	0.76734734
5390	3	0.7999999999999999	0.30000000000000004	5391.0	0.77486914
5390	3	0.7999999999999999	0.4	5391.0	0.780381
5390	3	0.7999999999999999	0.5	5391.0	0.78104204
5390	3	0.7999999999999999	0.6	4880.3335	0.78076714
5390	3	0.8999999999999999	0.0	5391.0	0.6380866
5390	3	0.8999999999999999	0.1	5391.0	0.6344266
5390	3	0.8999999999999999	0.2	5391.0	0.6345133
5390	3	0.8999999999999999	0.30000000000000004	5391.0	0.6423585
5390	3	0.8999999999999999	0.4	5391.0	0.65700644
5390	3	0.8999999999999999	0.5	5391.0	0.6630709
5390	3	0.8999999999999999	0.6	5391.0	0.671719
5390	3	0.8999999999999999	0.7	1784.0	0.73168284
5390	3	0.9999999999999999	0.0	5391.0	0.43948117
5390	3	0.9999999999999999	0.1	5391.0	0.44156852
5390	3	0.9999999999999999	0.2	5391.0	0.42124572
5390	3	0.9999999999999999	0.30000000000000004	5391.0	0.4575208
5390	3	0.9999999999999999	0.4	5391.0	0.47636917
5390	3	0.9999999999999999	0.5	5391.0	0.46413207
5390	3	0.9999999999999999	0.6	5391.0	0.47440073
5390	3	0.9999999999999999	0.7	1784.0	0.73673326
5390	3	0.9999999999999999	0.7999999999999999	1784.0	0.7364368
