MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
3234	3	0.2	0.0	1784.0	0.7694711
3234	3	0.30000000000000004	0.0	1784.0	0.765673
3234	3	0.30000000000000004	0.1	1784.0	0.7608559
3234	3	0.30000000000000004	0.2	1784.0	0.76399374
3234	3	0.4	0.0	3235.0	0.8543334
3234	3	0.4	0.1	3235.0	0.8567538
3234	3	0.4	0.2	3235.0	0.8548675
3234	3	0.5	0.0	3235.0	0.84786755
3234	3	0.5	0.1	3235.0	0.8459606
3234	3	0.5	0.2	3235.0	0.848064
3234	3	0.5	0.30000000000000004	3235.0	0.8568426
3234	3	0.6	0.0	3235.0	0.84285086
3234	3	0.6	0.1	3235.0	0.8458717
3234	3	0.6	0.2	3235.0	0.84686494
3234	3	0.6	0.30000000000000004	3235.0	0.84592444
3234	3	0.6	0.4	1784.0	0.83378506
3234	3	0.7	0.0	3235.0	0.80976456
3234	3	0.7	0.1	3235.0	0.8144596
3234	3	0.7	0.2	3235.0	0.8110345
3234	3	0.7	0.30000000000000004	3235.0	0.8221445
3234	3	0.7	0.4	3235.0	0.8218431
3234	3	0.7	0.5	3235.0	0.8213902
3234	3	0.7999999999999999	0.0	3235.0	0.76875734
3234	3	0.7999999999999999	0.1	3235.0	0.7737773
3234	3	0.7999999999999999	0.2	3235.0	0.7757731
3234	3	0.7999999999999999	0.30000000000000004	3235.0	0.77676034
3234	3	0.7999999999999999	0.4	3235.0	0.7761257
3234	3	0.7999999999999999	0.5	3235.0	0.780485
3234	3	0.7999999999999999	0.6	3235.0	0.7831487
3234	3	0.8999999999999999	0.0	3235.0	0.6633857
3234	3	0.8999999999999999	0.1	3235.0	0.6732151
3234	3	0.8999999999999999	0.2	3235.0	0.67135787
3234	3	0.8999999999999999	0.30000000000000004	3235.0	0.6728856
3234	3	0.8999999999999999	0.4	3235.0	0.67013675
3234	3	0.8999999999999999	0.5	3235.0	0.67193824
