MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
1078	5	0.7999999999999999	0.0	1079.0	0.6980863
1078	5	0.7999999999999999	0.1	1079.0	0.6968074
1078	5	0.7999999999999999	0.2	1079.0	0.7002673
1078	5	0.7999999999999999	0.30000000000000004	1079.0	0.7088229
1078	5	0.7999999999999999	0.4	1079.0	0.68795156
1078	5	0.7999999999999999	0.5	1079.0	0.6963064
1078	5	0.7999999999999999	0.6	1079.0	0.6947825
1078	5	0.8999999999999999	0.0	1079.0	0.6918428
1078	5	0.8999999999999999	0.1	1079.0	0.7060253
1078	5	0.8999999999999999	0.2	1079.0	0.68841046
1078	5	0.8999999999999999	0.30000000000000004	1079.0	0.6799287
1078	5	0.8999999999999999	0.4	1079.0	0.6889899
1078	5	0.8999999999999999	0.5	1079.0	0.69746184
1078	5	0.8999999999999999	0.6	1079.0	0.69704634
1078	5	0.8999999999999999	0.7	1079.0	0.69342375
1078	5	0.9999999999999999	0.0	1079.0	0.6942706
1078	5	0.9999999999999999	0.1	1079.0	0.6868774
1078	5	0.9999999999999999	0.2	1079.0	0.67543364
1078	5	0.9999999999999999	0.30000000000000004	1079.0	0.685911
1078	5	0.9999999999999999	0.4	1079.0	0.6939959
1078	5	0.9999999999999999	0.5	1079.0	0.6856809
1078	5	0.9999999999999999	0.6	1079.0	0.6802356
1078	5	0.9999999999999999	0.7	1079.0	0.6907335
1078	5	0.9999999999999999	0.7999999999999999	1079.0	0.67894775
1078	6	0.2	0.0	1079.0	0.7253659
1078	6	0.30000000000000004	0.0	1079.0	0.7308388
1078	6	0.30000000000000004	0.1	1079.0	0.7293753
1078	6	0.30000000000000004	0.2	1079.0	0.73100805
1078	6	0.4	0.0	1079.0	0.7326408
1078	6	0.4	0.1	1079.0	0.73870426
1078	6	0.4	0.2	1079.0	0.7323861
1078	6	0.5	0.0	1079.0	0.72464323
1078	6	0.5	0.1	1079.0	0.7277886
1078	6	0.5	0.2	1079.0	0.73360044
1078	6	0.5	0.30000000000000004	1079.0	0.7238588
1078	6	0.6	0.0	1079.0	0.72492176
1078	6	0.6	0.1	1079.0	0.73331475
1078	6	0.6	0.2	1079.0	0.72942215
1078	6	0.6	0.30000000000000004	1079.0	0.72793674
1078	6	0.6	0.4	1079.0	0.7306821
1078	6	0.7	0.0	1079.0	0.70334697
1078	6	0.7	0.1	1079.0	0.70207644
1078	6	0.7	0.2	1079.0	0.70849514
1078	6	0.7	0.30000000000000004	1079.0	0.70923877
1078	6	0.7	0.4	1079.0	0.71146107
1078	6	0.7	0.5	1079.0	0.7024624
1078	6	0.7999999999999999	0.0	1079.0	0.7007689
1078	6	0.7999999999999999	0.1	1079.0	0.69976455
1078	6	0.7999999999999999	0.2	1079.0	0.7004194
1078	6	0.7999999999999999	0.30000000000000004	1079.0	0.6924114
1078	6	0.7999999999999999	0.4	1079.0	0.69644314
1078	6	0.7999999999999999	0.5	1079.0	0.71760577
1078	6	0.7999999999999999	0.6	1079.0	0.69916517
1078	6	0.8999999999999999	0.0	1079.0	0.67947626
1078	6	0.8999999999999999	0.1	1079.0	0.704089
1078	6	0.8999999999999999	0.2	1079.0	0.6862821
1078	6	0.8999999999999999	0.30000000000000004	1079.0	0.6974532
1078	6	0.8999999999999999	0.4	1079.0	0.6947972
1078	6	0.8999999999999999	0.5	1079.0	0.6910803
1078	6	0.8999999999999999	0.6	1079.0	0.68821555
1078	6	0.8999999999999999	0.7	1079.0	0.6875873
1078	6	0.9999999999999999	0.0	1079.0	0.6877126
1078	6	0.9999999999999999	0.1	1079.0	0.6877263
1078	6	0.9999999999999999	0.2	1079.0	0.6895855
1078	6	0.9999999999999999	0.30000000000000004	1079.0	0.6777127
1078	6	0.9999999999999999	0.4	1079.0	0.6822906
1078	6	0.9999999999999999	0.5	1079.0	0.6830287
1078	6	0.9999999999999999	0.6	1079.0	0.6833431
1078	6	0.9999999999999999	0.7	1079.0	0.6954069
1078	6	0.9999999999999999	0.7999999999999999	1079.0	0.6906123
1078	7	0.2	0.0	1079.0	0.72470903
1078	7	0.30000000000000004	0.0	1079.0	0.72881913
1078	7	0.30000000000000004	0.1	1079.0	0.72691554
1078	7	0.30000000000000004	0.2	1079.0	0.7279239
1078	7	0.4	0.0	1079.0	0.73565656
1078	7	0.4	0.1	1079.0	0.73650855
1078	7	0.4	0.2	1079.0	0.7486598
1078	7	0.5	0.0	1079.0	0.7350572
1078	7	0.5	0.1	1079.0	0.7319317
1078	7	0.5	0.2	1079.0	0.73612
1078	7	0.5	0.30000000000000004	1079.0	0.72477466
1078	7	0.6	0.0	1079.0	0.7172544
1078	7	0.6	0.1	1079.0	0.72941226
1078	7	0.6	0.2	1079.0	0.7317726
1078	7	0.6	0.30000000000000004	1079.0	0.7303892
1078	7	0.6	0.4	1079.0	0.72559947
1078	7	0.7	0.0	1079.0	0.7119556
1078	7	0.7	0.1	1079.0	0.713355
1078	7	0.7	0.2	1079.0	0.7145079
1078	7	0.7	0.30000000000000004	1079.0	0.7030799
1078	7	0.7	0.4	1079.0	0.7105176
1078	7	0.7	0.5	1079.0	0.7088575
1078	7	0.7999999999999999	0.0	1079.0	0.70174265
1078	7	0.7999999999999999	0.1	1079.0	0.7105095
1078	7	0.7999999999999999	0.2	1079.0	0.70167065
1078	7	0.7999999999999999	0.30000000000000004	1079.0	0.70104814
1078	7	0.7999999999999999	0.4	1079.0	0.6996886
1078	7	0.7999999999999999	0.5	1079.0	0.70068437
1078	7	0.7999999999999999	0.6	1079.0	0.6898129
1078	7	0.8999999999999999	0.0	1079.0	0.6869771
1078	7	0.8999999999999999	0.1	1079.0	0.6981494
1078	7	0.8999999999999999	0.2	1079.0	0.6946748
1078	7	0.8999999999999999	0.30000000000000004	1079.0	0.6975871
1078	7	0.8999999999999999	0.4	1079.0	0.69500065
1078	7	0.8999999999999999	0.5	1079.0	0.6919777
1078	7	0.8999999999999999	0.6	1079.0	0.68724936
1078	7	0.8999999999999999	0.7	1079.0	0.6870608
1078	7	0.9999999999999999	0.0	1079.0	0.68002796
1078	7	0.9999999999999999	0.1	1079.0	0.66799134
1078	7	0.9999999999999999	0.2	1079.0	0.6946769
1078	7	0.9999999999999999	0.30000000000000004	1079.0	0.68680257
1078	7	0.9999999999999999	0.4	1079.0	0.6852123
1078	7	0.9999999999999999	0.5	1079.0	0.6828616
1078	7	0.9999999999999999	0.6	1079.0	0.69098204
1078	7	0.9999999999999999	0.7	1079.0	0.7027755
1078	7	0.9999999999999999	0.7999999999999999	1079.0	0.68063754
