MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
5929	3	0.2	0.0	1784.0	0.77075535
5929	3	0.30000000000000004	0.0	1784.0	0.76500964
5929	3	0.30000000000000004	0.1	1784.0	0.76595837
5929	3	0.30000000000000004	0.2	1784.0	0.76750326
5929	3	0.4	0.0	5930.0	0.8667838
5929	3	0.4	0.1	5930.0	0.8692673
5929	3	0.4	0.2	5562.3335	0.86713934
5929	3	0.5	0.0	5930.0	0.86060166
5929	3	0.5	0.1	5930.0	0.8621025
5929	3	0.5	0.2	5930.0	0.8612051
5929	3	0.5	0.30000000000000004	4809.3335	0.864005
5929	3	0.6	0.0	5930.0	0.8511079
5929	3	0.6	0.1	5930.0	0.8470485
5929	3	0.6	0.2	5930.0	0.85196275
5929	3	0.6	0.30000000000000004	5080.6665	0.84976053
5929	3	0.6	0.4	1784.0	0.8388989
5929	3	0.7	0.0	5930.0	0.81905335
5929	3	0.7	0.1	5930.0	0.82032895
5929	3	0.7	0.2	5930.0	0.82192993
5929	3	0.7	0.30000000000000004	5833.6665	0.8345725
5929	3	0.7	0.4	5390.6665	0.83368874
5929	3	0.7	0.5	4739.3335	0.83510375
5929	3	0.7999999999999999	0.0	5930.0	0.7618041
5929	3	0.7999999999999999	0.1	5930.0	0.76763344
5929	3	0.7999999999999999	0.2	5930.0	0.7648065
5929	3	0.7999999999999999	0.30000000000000004	5930.0	0.77901053
5929	3	0.7999999999999999	0.4	5930.0	0.77418786
5929	3	0.7999999999999999	0.5	5908.0	0.7724025
5929	3	0.7999999999999999	0.6	5084.0	0.7800529
5929	3	0.8999999999999999	0.0	5930.0	0.6431075
5929	3	0.8999999999999999	0.1	5930.0	0.64490557
5929	3	0.8999999999999999	0.2	5930.0	0.6482525
5929	3	0.8999999999999999	0.30000000000000004	5930.0	0.65783185
5929	3	0.8999999999999999	0.4	5930.0	0.6786301
5929	3	0.8999999999999999	0.5	5930.0	0.6810511
5929	3	0.8999999999999999	0.6	5930.0	0.6910079
5929	3	0.8999999999999999	0.7	1784.0	0.7374373
5929	3	0.9999999999999999	0.0	5930.0	0.4283402
5929	3	0.9999999999999999	0.1	5930.0	0.42313644
5929	3	0.9999999999999999	0.2	5930.0	0.41966972
5929	3	0.9999999999999999	0.30000000000000004	5930.0	0.4355425
