MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
2156	3	0.2	0.0	1784.0	0.7705079
2156	3	0.30000000000000004	0.0	1784.0	0.76261216
2156	3	0.30000000000000004	0.1	1784.0	0.7682058
2156	3	0.30000000000000004	0.2	1784.0	0.7644248
2156	3	0.4	0.0	2157.0	0.82777053
2156	3	0.4	0.1	2157.0	0.8281378
2156	3	0.4	0.2	2157.0	0.83373594
2156	3	0.5	0.0	2157.0	0.8260319
2156	3	0.5	0.1	2157.0	0.82235223
2156	3	0.5	0.2	2157.0	0.8264126
2156	3	0.5	0.30000000000000004	2157.0	0.83161974
2156	3	0.6	0.0	2157.0	0.82368296
2156	3	0.6	0.1	2157.0	0.8236492
2156	3	0.6	0.2	2157.0	0.8251026
2156	3	0.6	0.30000000000000004	2157.0	0.8235526
2156	3	0.6	0.4	1784.0	0.83677775
2156	3	0.7	0.0	2157.0	0.7850937
2156	3	0.7	0.1	2157.0	0.7862753
2156	3	0.7	0.2	2157.0	0.7825784
2156	3	0.7	0.30000000000000004	2157.0	0.7927828
2156	3	0.7	0.4	2157.0	0.7956948
2156	3	0.7	0.5	2157.0	0.7988348
2156	3	0.7999999999999999	0.0	2157.0	0.7527363
2156	3	0.7999999999999999	0.1	2157.0	0.7514693
2156	3	0.7999999999999999	0.2	2157.0	0.7517
2156	3	0.7999999999999999	0.30000000000000004	2157.0	0.7599122
2156	3	0.7999999999999999	0.4	2157.0	0.7574187
2156	3	0.7999999999999999	0.5	2157.0	0.7517778
2156	3	0.7999999999999999	0.6	2157.0	0.7551449
2156	3	0.8999999999999999	0.0	2157.0	0.71511406
2156	3	0.8999999999999999	0.1	2157.0	0.71225923
2156	3	0.8999999999999999	0.2	2157.0	0.71426034
2156	3	0.8999999999999999	0.30000000000000004	2157.0	0.71678925
2156	3	0.8999999999999999	0.4	2157.0	0.71478415
2156	3	0.8999999999999999	0.5	2157.0	0.7210358
2156	3	0.8999999999999999	0.6	2157.0	0.71779364
2156	3	0.8999999999999999	0.7	1784.0	0.7309534
2156	3	0.9999999999999999	0.0	2157.0	0.67693
2156	3	0.9999999999999999	0.1	2157.0	0.67953277
2156	3	0.9999999999999999	0.2	2157.0	0.6776884
2156	3	0.9999999999999999	0.30000000000000004	2157.0	0.65723395
2156	3	0.9999999999999999	0.4	2157.0	0.684793
2156	3	0.9999999999999999	0.5	2157.0	0.67686135
2156	3	0.9999999999999999	0.6	2157.0	0.67483217
2156	3	0.9999999999999999	0.7	1784.0	0.72847253
2156	3	0.9999999999999999	0.7999999999999999	1784.0	0.7340729
2156	4	0.2	0.0	2157.0	0.75032514
2156	4	0.30000000000000004	0.0	2157.0	0.805432
2156	4	0.30000000000000004	0.1	2157.0	0.80942756
2156	4	0.30000000000000004	0.2	2157.0	0.81524324
2156	4	0.4	0.0	2157.0	0.8266571
2156	4	0.4	0.1	2157.0	0.819987
2156	4	0.4	0.2	2157.0	0.83328277
2156	4	0.5	0.0	2157.0	0.81466407
2156	4	0.5	0.1	2157.0	0.8157904
2156	4	0.5	0.2	2157.0	0.8206915
2156	4	0.5	0.30000000000000004	2157.0	0.82622117
2156	4	0.6	0.0	2157.0	0.819016
2156	4	0.6	0.1	2157.0	0.8185713
2156	4	0.6	0.2	2157.0	0.82315713
2156	4	0.6	0.30000000000000004	2157.0	0.8270412
2156	4	0.6	0.4	2157.0	0.82415134
2156	4	0.7	0.0	2157.0	0.78292423
2156	4	0.7	0.1	2157.0	0.78545994
2156	4	0.7	0.2	2157.0	0.7889517
2156	4	0.7	0.30000000000000004	2157.0	0.79002935
2156	4	0.7	0.4	2157.0	0.7851525
2156	4	0.7	0.5	2157.0	0.7922065
