MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
1617	3	0.2	0.0	1618.0	0.7725788
1617	3	0.30000000000000004	0.0	1618.0	0.7728068
1617	3	0.30000000000000004	0.1	1618.0	0.7699394
1617	3	0.30000000000000004	0.2	1618.0	0.7743147
1617	3	0.4	0.0	1618.0	0.8032429
1617	3	0.4	0.1	1618.0	0.8004172
1617	3	0.4	0.2	1618.0	0.80215305
1617	3	0.5	0.0	1618.0	0.7938023
1617	3	0.5	0.1	1618.0	0.79264396
1617	3	0.5	0.2	1618.0	0.7979999
1617	3	0.5	0.30000000000000004	1618.0	0.79643583
1617	3	0.6	0.0	1618.0	0.79912597
1617	3	0.6	0.1	1618.0	0.7954189
1617	3	0.6	0.2	1618.0	0.795352
1617	3	0.6	0.30000000000000004	1618.0	0.7939953
1617	3	0.6	0.4	1618.0	0.8257006
1617	3	0.7	0.0	1618.0	0.7521451
1617	3	0.7	0.1	1618.0	0.7632757
1617	3	0.7	0.2	1618.0	0.7539239
1617	3	0.7	0.30000000000000004	1618.0	0.76372385
1617	3	0.7	0.4	1618.0	0.7664192
1617	3	0.7	0.5	1618.0	0.77047753
1617	3	0.7999999999999999	0.0	1618.0	0.7382155
1617	3	0.7999999999999999	0.1	1618.0	0.73764056
1617	3	0.7999999999999999	0.2	1618.0	0.7345006
1617	3	0.7999999999999999	0.30000000000000004	1618.0	0.73777765
1617	3	0.7999999999999999	0.4	1618.0	0.7393245
1617	3	0.7999999999999999	0.5	1618.0	0.7483368
1617	3	0.7999999999999999	0.6	1618.0	0.74313664
1617	3	0.8999999999999999	0.0	1618.0	0.7150428
1617	3	0.8999999999999999	0.1	1618.0	0.720431
1617	3	0.8999999999999999	0.2	1618.0	0.71854275
1617	3	0.8999999999999999	0.30000000000000004	1618.0	0.72493476
1617	3	0.8999999999999999	0.4	1618.0	0.7187392
1617	3	0.8999999999999999	0.5	1618.0	0.7235491
1617	3	0.8999999999999999	0.6	1618.0	0.7143176
1617	3	0.8999999999999999	0.7	1618.0	0.7447842
1617	3	0.9999999999999999	0.0	1618.0	0.7124827
1617	3	0.9999999999999999	0.1	1618.0	0.71346325
1617	3	0.9999999999999999	0.2	1618.0	0.70418566
1617	3	0.9999999999999999	0.30000000000000004	1618.0	0.7111148
1617	3	0.9999999999999999	0.4	1618.0	0.7066903
1617	3	0.9999999999999999	0.5	1618.0	0.7208614
1617	3	0.9999999999999999	0.6	1618.0	0.7178891
1617	3	0.9999999999999999	0.7	1618.0	0.7430329
1617	3	0.9999999999999999	0.7999999999999999	1618.0	0.7373826
1617	4	0.2	0.0	1618.0	0.75136685
1617	4	0.30000000000000004	0.0	1618.0	0.7782802
1617	4	0.30000000000000004	0.1	1618.0	0.78284055
1617	4	0.30000000000000004	0.2	1618.0	0.78048664
1617	4	0.4	0.0	1618.0	0.7901774
1617	4	0.4	0.1	1618.0	0.80065376
1617	4	0.4	0.2	1618.0	0.7987852
1617	4	0.5	0.0	1618.0	0.78735226
1617	4	0.5	0.1	1618.0	0.78261876
1617	4	0.5	0.2	1618.0	0.79456806
1617	4	0.5	0.30000000000000004	1618.0	0.8007924
1617	4	0.6	0.0	1618.0	0.79418474
1617	4	0.6	0.1	1618.0	0.788105
1617	4	0.6	0.2	1618.0	0.7888813
