MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
2695	3	0.2	0.0	1784.0	0.76673335
2695	3	0.30000000000000004	0.0	1784.0	0.7632882
2695	3	0.30000000000000004	0.1	1784.0	0.766232
2695	3	0.30000000000000004	0.2	1784.0	0.7640686
2695	3	0.4	0.0	2696.0	0.84238863
2695	3	0.4	0.1	2696.0	0.8428976
2695	3	0.4	0.2	2696.0	0.8478617
2695	3	0.5	0.0	2696.0	0.8352862
2695	3	0.5	0.1	2696.0	0.836374
2695	3	0.5	0.2	2696.0	0.8407099
2695	3	0.5	0.30000000000000004	2696.0	0.84620064
2695	3	0.6	0.0	2696.0	0.8391735
2695	3	0.6	0.1	2696.0	0.83697003
2695	3	0.6	0.2	2696.0	0.83763915
2695	3	0.6	0.30000000000000004	2696.0	0.84594244
2695	3	0.6	0.4	1784.0	0.8368132
2695	3	0.7	0.0	2696.0	0.7972567
2695	3	0.7	0.1	2696.0	0.7933049
2695	3	0.7	0.2	2696.0	0.7939802
2695	3	0.7	0.30000000000000004	2696.0	0.8117934
2695	3	0.7	0.4	2696.0	0.81449693
2695	3	0.7	0.5	2696.0	0.81526655
2695	3	0.7999999999999999	0.0	2696.0	0.75983113
2695	3	0.7999999999999999	0.1	2696.0	0.77302474
2695	3	0.7999999999999999	0.2	2696.0	0.76648206
2695	3	0.7999999999999999	0.30000000000000004	2696.0	0.7668736
2695	3	0.7999999999999999	0.4	2696.0	0.7641635
2695	3	0.7999999999999999	0.5	2696.0	0.7813327
2695	3	0.7999999999999999	0.6	2696.0	0.7771875
2695	3	0.8999999999999999	0.0	2696.0	0.69556355
2695	3	0.8999999999999999	0.1	2696.0	0.6896679
2695	3	0.8999999999999999	0.2	2696.0	0.6986808
2695	3	0.8999999999999999	0.30000000000000004	2696.0	0.6959906
2695	3	0.8999999999999999	0.4	2696.0	0.6955541
2695	3	0.8999999999999999	0.5	2696.0	0.6924551
2695	3	0.8999999999999999	0.6	2696.0	0.69746155
2695	3	0.8999999999999999	0.7	1784.0	0.7373001
2695	3	0.9999999999999999	0.0	2696.0	0.6170712
2695	3	0.9999999999999999	0.1	2696.0	0.6211674
2695	3	0.9999999999999999	0.2	2696.0	0.61196715
2695	3	0.9999999999999999	0.30000000000000004	2696.0	0.61458224
2695	3	0.9999999999999999	0.4	2696.0	0.6111411
2695	3	0.9999999999999999	0.5	2696.0	0.60708433
2695	3	0.9999999999999999	0.6	2696.0	0.60707754
2695	3	0.9999999999999999	0.7	1784.0	0.7296099
2695	3	0.9999999999999999	0.7999999999999999	1784.0	0.7322211
2695	4	0.2	0.0	2377.0	0.7439999
2695	4	0.30000000000000004	0.0	2696.0	0.8230262
2695	4	0.30000000000000004	0.1	2696.0	0.82219267
2695	4	0.30000000000000004	0.2	2696.0	0.82824016
2695	4	0.4	0.0	2696.0	0.84942526
2695	4	0.4	0.1	2696.0	0.84654576
2695	4	0.4	0.2	2696.0	0.8482128
2695	4	0.5	0.0	2696.0	0.83538
2695	4	0.5	0.1	2696.0	0.8357229
2695	4	0.5	0.2	2696.0	0.83438903
2695	4	0.5	0.30000000000000004	2696.0	0.8426247
2695	4	0.6	0.0	2696.0	0.8330509
2695	4	0.6	0.1	2696.0	0.83662766
2695	4	0.6	0.2	2696.0	0.83281773
2695	4	0.6	0.30000000000000004	2696.0	0.8408305
2695	4	0.6	0.4	2696.0	0.84088546
2695	4	0.7	0.0	2696.0	0.7972679
2695	4	0.7	0.1	2696.0	0.80293244
2695	4	0.7	0.2	2696.0	0.80652064
2695	4	0.7	0.30000000000000004	2696.0	0.80744225
2695	4	0.7	0.4	2696.0	0.80807763
2695	4	0.7	0.5	2696.0	0.81392527
2695	4	0.7999999999999999	0.0	2696.0	0.76639754
2695	4	0.7999999999999999	0.1	2696.0	0.761218
2695	4	0.7999999999999999	0.2	2696.0	0.76135665
2695	4	0.7999999999999999	0.30000000000000004	2696.0	0.76068324
2695	4	0.7999999999999999	0.4	2696.0	0.7714874
2695	4	0.7999999999999999	0.5	2696.0	0.7707179
2695	4	0.7999999999999999	0.6	2696.0	0.7751178
2695	4	0.8999999999999999	0.0	2696.0	0.6963169
2695	4	0.8999999999999999	0.1	2696.0	0.69452363
2695	4	0.8999999999999999	0.2	2696.0	0.700335
2695	4	0.8999999999999999	0.30000000000000004	2696.0	0.68946356
2695	4	0.8999999999999999	0.4	2696.0	0.69123715
2695	4	0.8999999999999999	0.5	2696.0	0.6927182
