MaxCost 	 MinTurkers 	 MinAcceptance 	 MaxRejection 	 AverageCost 	 AverageF
4312	3	0.2	0.0	1784.0	0.76494306
4312	3	0.30000000000000004	0.0	1784.0	0.77161336
4312	3	0.30000000000000004	0.1	1784.0	0.76558405
4312	3	0.30000000000000004	0.2	1784.0	0.7660976
4312	3	0.4	0.0	4313.0	0.8647244
4312	3	0.4	0.1	4313.0	0.861569
4312	3	0.4	0.2	4313.0	0.86289805
4312	3	0.5	0.0	4313.0	0.8565955
4312	3	0.5	0.1	4313.0	0.8532317
4312	3	0.5	0.2	4313.0	0.8619774
4312	3	0.5	0.30000000000000004	4313.0	0.8582899
4312	3	0.6	0.0	4313.0	0.843875
4312	3	0.6	0.1	4313.0	0.84521264
4312	3	0.6	0.2	4313.0	0.847313
4312	3	0.6	0.30000000000000004	4313.0	0.8528901
4312	3	0.6	0.4	1784.0	0.8325209
4312	3	0.7	0.0	4313.0	0.8140729
4312	3	0.7	0.1	4313.0	0.8181264
4312	3	0.7	0.2	4313.0	0.82169706
4312	3	0.7	0.30000000000000004	4313.0	0.82740754
4312	3	0.7	0.4	4313.0	0.82804435
4312	3	0.7	0.5	4313.0	0.83368516
4312	3	0.7999999999999999	0.0	4313.0	0.7665148
4312	3	0.7999999999999999	0.1	4313.0	0.7681179
4312	3	0.7999999999999999	0.2	4313.0	0.7676104
4312	3	0.7999999999999999	0.30000000000000004	4313.0	0.77112865
4312	3	0.7999999999999999	0.4	4313.0	0.7752941
4312	3	0.7999999999999999	0.5	4313.0	0.7752199
4312	3	0.7999999999999999	0.6	4313.0	0.79156035
4312	3	0.8999999999999999	0.0	4313.0	0.6397174
4312	3	0.8999999999999999	0.1	4313.0	0.63314015
4312	3	0.8999999999999999	0.2	4313.0	0.6313743
4312	3	0.8999999999999999	0.30000000000000004	4313.0	0.6377254
4312	3	0.8999999999999999	0.4	4313.0	0.64748734
4312	3	0.8999999999999999	0.5	4313.0	0.64665604
4312	3	0.8999999999999999	0.6	4313.0	0.6480257
4312	3	0.8999999999999999	0.7	1784.0	0.73475486
4312	3	0.9999999999999999	0.0	4313.0	0.44315687
4312	3	0.9999999999999999	0.1	4313.0	0.44801965
4312	3	0.9999999999999999	0.2	4313.0	0.4551251
4312	3	0.9999999999999999	0.30000000000000004	4313.0	0.45841488
4312	3	0.9999999999999999	0.4	4313.0	0.46961936
4312	3	0.9999999999999999	0.5	4313.0	0.48039007
4312	3	0.9999999999999999	0.6	4313.0	0.49246022
4312	3	0.9999999999999999	0.7	1784.0	0.7312291
