ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150302,13,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150302,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150302,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150303,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150303,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150304,17,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150304,19,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150302,16,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150304,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150302,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150303,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,17,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,18,4,3,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,19,6,1,98154,16359,1,6
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150305,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150305,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150306,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Chile,20150303,10,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,14,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,19,6,2,98154,16359,1,6
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,20,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,21,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,23,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,0,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,2,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,3,3,3,49077,16359,3,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,6,3,3,49077,16359,3,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,19,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,21,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,22,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,5,4,2,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,10,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,18,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,19,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,20,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,21,4,4,65436,16359,4,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,23,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,1,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,4,5,2,81795,16359,2,2.5
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,8,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150302,13,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150302,15,6,4,98154,16359,3,2
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150302,20,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150302,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150303,16,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150303,17,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150304,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150305,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150302,14,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150302,15,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150303,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150304,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150305,8,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150305,9,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150305,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150305,11,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,anonymous,Cuba,20150303,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150302,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150302,15,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150306,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150303,4,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150304,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150304,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150305,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150303,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150303,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150304,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150304,18,5,4,81795,16359,4,1.25
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150305,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Estonia,20150304,19,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,13,11,6,179949,16359,3,3.666666667
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,14,4,4,65436,16359,4,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,15,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,17,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,4,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,7,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,8,2,1,32718,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,13,7,3,114513,16359,2,3.5
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,17,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,8,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,14,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,16,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,17,4,2,65436,16359,2,2
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,5,7,1,114513,16359,1,7
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,6,4,4,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,7,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,2,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,3,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,9,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,14,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Georgia,20150302,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Georgia,20150305,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150302,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,2,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,5,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,17,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,18,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,1,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,3,6,3,98154,16359,3,2
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,4,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,5,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,6,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Ghana,20150303,15,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Greece,20150303,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Hong Kong,20150304,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150303,0,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150303,12,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150305,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150305,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,13,16,2,261744,16359,1,16
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,14,4,4,65436,16359,4,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,23,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,1,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,2,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,3,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,4,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,6,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,8,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,9,7,5,114513,16359,5,1.4
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,10,6,5,98154,16359,4,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,11,6,4,98154,16359,2,3
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,12,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,13,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,21,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,0,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,1,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,2,3,3,49077,16359,3,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,4,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,5,3,3,49077,16359,3,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,7,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,9,5,4,81795,16359,4,1.25
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,12,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,14,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,15,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,21,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,22,6,5,98154,16359,5,1.2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150304,23,7,5,114513,16359,5,1.4
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,0,7,7,114513,16359,6,1.166666667
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,1,5,5,81795,16359,5,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,2,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,3,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,4,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,6,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,7,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,8,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,11,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,12,6,4,98154,16359,4,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,20,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150305,23,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,0,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,4,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,6,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,India,20150306,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150303,1,2,2,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150303,3,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150303,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150303,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150303,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150304,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150304,19,9,6,147231,16359,6,1.5
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150304,22,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150304,23,2,1,32718,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150305,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150305,20,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150305,21,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Indonesia,20150305,22,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Iran,20150305,1,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Iran,20150305,2,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Iran,20150306,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Ireland,20150304,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Ireland,20150304,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Ireland,20150304,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Israel,20150303,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Israel,20150304,15,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Italy,20150303,1,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Italy,20150303,6,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,anonymous,Italy,20150304,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Italy,20150305,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Italy,20150305,16,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,13,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,14,4,3,65436,16359,3,1.333333333
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,15,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,17,2,2,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,19,17,13,278103,16359,12,1.416666667
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,20,10,4,163590,16359,4,2.5
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,21,13,9,212667,16359,8,1.625
mmViewProblem,16359: BannerRegistration,anonymous,Japan,20150302,22,4,3,65436,16359,3,1.333333333
