ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:pagePath,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent,ga:timeOnPage
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150313,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150314,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150314,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150316,6,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150316,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150316,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,WTrei,Germany,20150316,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150308,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150308,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150308,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150309,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150309,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150309,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150309,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150310,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150310,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150310,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150310,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150311,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150311,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150311,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150311,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150312,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150313,6,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150313,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150313,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150314,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150314,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,2,39039,19519.5,2,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150314,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150314,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150315,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150316,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150317,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,anonymous,Germany,20150317,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150308,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150309,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150310,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150310,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150310,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,0,0,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150310,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,7,1,117118,16731.14286,1,7,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150311,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,0,0,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150312,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150312,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,cyril.v,France,20150315,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,8,1,136638,17079.75,1,8,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,8,1,136638,17079.75,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150308,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,2,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,8,1,136638,17079.75,1,8,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150309,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150310,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,7,1,117118,16731.14286,1,7,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150310,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150310,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150310,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150310,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,0,0,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150311,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150311,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150311,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150314,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,hiro_00,United States,20150316,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150308,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150308,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150308,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,2,39039,19519.5,2,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150309,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,7,1,117118,16731.14286,1,7,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,6,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,2,39039,19519.5,2,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150310,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,5,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,6,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150311,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,7,1,117118,16731.14286,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,8,1,136638,17079.75,1,8,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,7,1,117118,16731.14286,1,7,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150312,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150313,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150314,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150314,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,4,1,58559,14639.75,1,4,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150314,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150315,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150315,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150315,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150316,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150316,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150316,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,1,78079,15615.8,1,5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150316,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,0,0,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150316,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,5,2,78079,15615.8,2,2.5,0
mmViewStandings,16366: BannerAnnotate,orlovan,Russia,20150317,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150308,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150308,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,2,1,39039,19519.5,1,2,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150309,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,6,1,97598,16266.33333,1,6,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150310,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150310,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150313,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150315,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150316,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,petroos,Canada,20150316,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,zhanghanyuan,China,20150310,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,zhanghanyuan,Japan,20150309,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,1,1,0
mmViewStandings,16366: BannerAnnotate,zhanghanyuan,Japan,20150309,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16366,1,1,19520,19520,0,0,0
mmViewStandings,16367: BannerAnnotate,G0rynich,United States,20150308,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16367,2,1,39042,19521,0,0,0
