ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:pagePath,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent,ga:timeOnPage
mmViewProblem,16359: BannerRegistration,anonymous,Brazil,20150304,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150302,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150304,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Bulgaria,20150305,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150302,23,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150303,12,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,5,4,78045,15609,1,5,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150305,0,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150305,11,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Canada,20150306,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Chile,20150303,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,2,1,39023,19511.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,1,58534,14633.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,20,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,21,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,21,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150302,23,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,0,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,3,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,4,58534,14633.5,4,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,21,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150303,22,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,4,2,58534,14633.5,1,4,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092&popup=false&lid=3,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,20,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,20,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,20,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,21,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,4,58534,14633.5,4,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150304,23,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,1,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,3,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,5,1,78045,15609,1,5,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,7,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,China,20150305,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Colombia,20150304,14,'/topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150302,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150302,15,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150303,11,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150303,12,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Croatia,20150305,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150302,15,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Czech Republic,20150306,12,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150303,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150304,16,'/topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150304,22,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150305,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Denmark,20150305,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150303,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150303,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,6,5,97557,16259.5,5,1.2,0
mmViewProblem,16359: BannerRegistration,anonymous,Egypt,20150305,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Estonia,20150304,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,4,4,58534,14633.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,8,5,136579,17072.375,4,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,5,5,78045,15609,5,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,15,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150302,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,7,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,2,1,39023,19511.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,11,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,13,'/topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,13,'/topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150303,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150304,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,5,2,78045,15609,2,2.5,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,7,1,117068,16724,1,7,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,7,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,7,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150305,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,3,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,9,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,France,20150306,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,Georgia,20150302,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150302,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,16,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150303,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,17,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150304,18,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,1,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,1,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,3,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,7,4,117068,16724,4,1.75,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Germany,20150305,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Ghana,20150303,15,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Greece,20150303,9,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Hong Kong,20150304,19,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150303,0,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150303,12,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150305,0,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,Hungary,20150305,5,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&compid=47092,2,2,39023,19511.5,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,13,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,14,2,234136,16724,1,14,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,14,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,5,5,78045,15609,5,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150302,23,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,2,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,0,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,1,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,2,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,3,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,4,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,6,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,4,2,58534,14633.5,2,2,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,7,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,1,1,19511,19511,0,0,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,8,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,1,1,19511,19511,1,1,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,9,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,7,5,117068,16724,5,1.4,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&compid=47092&rd=16359,2,1,39023,19511.5,1,2,0
mmViewProblem,16359: BannerRegistration,anonymous,India,20150303,10,'/community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16359&pm=13677,2,2,39023,19511.5,1,2,0
