ga:eventCategory	ga:eventLabel	ga:eventAction	ga:date	ga:eventValue
mmViewProblem	omu	16359: BannerRegistration	20150303	32718
mmViewProblem	omu	16359: BannerRegistration	20150304	49077
mmViewProblem	omu	16359: BannerRegistration	20150305	32718
mmViewProblem	orlovan	16359: BannerRegistration	20150302	81795
mmViewProblem	orlovan	16359: BannerRegistration	20150304	65436
mmViewProblem	orlovan	16359: BannerRegistration	20150306	65436
mmViewProblem	ossan01	16359: BannerRegistration	20150305	16359
mmViewProblem	ourtake	16359: BannerRegistration	20150302	81795
mmViewProblem	ourtake	16359: BannerRegistration	20150304	32718
mmViewProblem	panbinhd	16359: BannerRegistration	20150303	16359
mmViewProblem	pankajraaz583	16359: BannerRegistration	20150306	32718
mmViewProblem	panzer3553	16359: BannerRegistration	20150305	16359
mmViewProblem	patatoid	16359: BannerRegistration	20150304	16359
mmViewProblem	pawan91	16359: BannerRegistration	20150305	65436
mmViewProblem	petroos	16359: BannerRegistration	20150304	130872
mmViewProblem	petroos	16359: BannerRegistration	20150305	32718
mmViewProblem	pfilippi	16359: BannerRegistration	20150302	16359
mmViewProblem	pfilippi	16359: BannerRegistration	20150303	32718
mmViewProblem	pfilippi	16359: BannerRegistration	20150305	32718
mmViewProblem	pfilippi	16359: BannerRegistration	20150308	16359
mmViewProblem	phirasit	16359: BannerRegistration	20150305	16359
mmViewProblem	pnomarev	16359: BannerRegistration	20150302	49077
mmViewProblem	pooya_	16359: BannerRegistration	20150303	16359
mmViewProblem	powerbird	16359: BannerRegistration	20150304	16359
mmViewProblem	prashantgandhi	16359: BannerRegistration	20150304	16359
mmViewProblem	protocolocon	16359: BannerRegistration	20150305	32718
mmViewProblem	purneshtripathi	16359: BannerRegistration	20150305	65436
mmViewProblem	putan	16359: BannerRegistration	20150304	16359
mmViewProblem	raatum	16359: BannerRegistration	20150303	16359
mmViewProblem	raatum	16359: BannerRegistration	20150305	32718
mmViewProblem	ragude	16359: BannerRegistration	20150302	16359
mmViewProblem	ragude	16359: BannerRegistration	20150303	49077
mmViewProblem	ragude	16359: BannerRegistration	20150304	32718
mmViewProblem	rajeev9	16359: BannerRegistration	20150305	16359
mmViewProblem	ramv92	16359: BannerRegistration	20150304	16359
mmViewProblem	rauljordan	16359: BannerRegistration	20150302	16359
mmViewProblem	rb_next	16359: BannerRegistration	20150305	65436
mmViewProblem	rbbeltran86	16359: BannerRegistration	20150305	16359
mmViewProblem	regina8023	16359: BannerRegistration	20150304	16359
mmViewProblem	ribeiro	16359: BannerRegistration	20150302	16359
mmViewProblem	ribeiro	16359: BannerRegistration	20150304	81795
mmViewProblem	rim9454	16359: BannerRegistration	20150302	16359
mmViewProblem	rjpeas	16359: BannerRegistration	20150304	32718
mmViewProblem	rnkavil	16359: BannerRegistration	20150305	32718
mmViewProblem	rolandino	16359: BannerRegistration	20150304	32718
mmViewProblem	rominirani	16359: BannerRegistration	20150303	16359
mmViewProblem	rsial2	16359: BannerRegistration	20150302	196308
mmViewProblem	rsial2	16359: BannerRegistration	20150303	49077
mmViewProblem	rsial2	16359: BannerRegistration	20150304	32718
mmViewProblem	rst9288	16359: BannerRegistration	20150304	49077
mmViewProblem	ruwantha.joel	16359: BannerRegistration	20150304	16359
mmViewProblem	s0nl4c	16359: BannerRegistration	20150305	16359
mmViewProblem	sabbathist	16359: BannerRegistration	20150303	65436
mmViewProblem	sachith500	16359: BannerRegistration	20150302	32718
mmViewProblem	sachith500	16359: BannerRegistration	20150303	16359
mmViewProblem	sah2ed	16359: BannerRegistration	20150304	16359
mmViewProblem	saintila	16359: BannerRegistration	20150303	16359
mmViewProblem	sakaark	16359: BannerRegistration	20150303	32718
mmViewProblem	sameersoni99	16359: BannerRegistration	20150304	16359
mmViewProblem	samxander	16359: BannerRegistration	20150305	16359
mmViewProblem	sasikanth9	16359: BannerRegistration	20150304	16359
mmViewProblem	sasikanth9	16359: BannerRegistration	20150305	49077
mmViewProblem	sebasibarguen	16359: BannerRegistration	20150306	49077
mmViewProblem	shaynelqwork	16359: BannerRegistration	20150304	16359
mmViewProblem	sherbinaevgeniy	16359: BannerRegistration	20150303	16359
mmViewProblem	shilov	16359: BannerRegistration	20150305	49077
mmViewProblem	shilov	16359: BannerRegistration	20150306	32718
mmViewProblem	shin_taku	16359: BannerRegistration	20150304	65436
mmViewProblem	shubh2TopCoder	16359: BannerRegistration	20150304	16359
mmViewProblem	smudge	16359: BannerRegistration	20150303	16359
mmViewProblem	smudge	16359: BannerRegistration	20150304	32718
mmViewProblem	snixtho	16359: BannerRegistration	20150303	16359
mmViewProblem	snixtho	16359: BannerRegistration	20150304	49077
mmViewProblem	sohel_uoa	16359: BannerRegistration	20150304	65436
mmViewProblem	sourabhindian1	16359: BannerRegistration	20150302	16359
mmViewProblem	sowmya96	16359: BannerRegistration	20150305	16359
mmViewProblem	srivastu	16359: BannerRegistration	20150304	16359
mmViewProblem	srobik	16359: BannerRegistration	20150303	16359
mmViewProblem	stanisic.boris	16359: BannerRegistration	20150305	16359
mmViewProblem	starea	16359: BannerRegistration	20150304	32718
mmViewProblem	starwand	16359: BannerRegistration	20150306	16359
mmViewProblem	sterlope	16359: BannerRegistration	20150302	16359
mmViewProblem	strcoder4007	16359: BannerRegistration	20150304	16359
mmViewProblem	sudiptalaha	16359: BannerRegistration	20150303	32718
mmViewProblem	sukides	16359: BannerRegistration	20150304	32718
mmViewProblem	sukides	16359: BannerRegistration	20150305	32718
mmViewProblem	suresh_knv	16359: BannerRegistration	20150305	16359
mmViewProblem	sylvanarevalo	16359: BannerRegistration	20150302	16359
mmViewProblem	szd714	16359: BannerRegistration	20150305	65436
mmViewProblem	t-mac	16359: BannerRegistration	20150301	49077
mmViewProblem	t-mac	16364: BannerAnnotate	20150306	49092
mmViewProblem	t-mac	16364: BannerRegistration	20150306	16364
mmViewProblem	tamas.kenez	16359: BannerRegistration	20150302	16359
mmViewProblem	tanao	16359: BannerRegistration	20150304	16359
mmViewProblem	tanzaku	16359: BannerRegistration	20150303	16359
mmViewProblem	tau0	16359: BannerRegistration	20150304	65436
mmViewProblem	tess_hamzeh	16359: BannerRegistration	20150303	16359
mmViewProblem	therubiksman	16359: BannerRegistration	20150305	16359
mmViewProblem	thomasjpfan	16359: BannerRegistration	20150302	16359
mmViewProblem	tikitaka	16359: BannerRegistration	20150303	16359
mmViewProblem	timhicks24	16359: BannerRegistration	20150302	49077
mmViewProblem	timhicks24	16359: BannerRegistration	20150303	16359
mmViewProblem	timhicks24	16359: BannerRegistration	20150304	32718
mmViewProblem	timmac	16364: BannerRegistration	20150306	114548
mmViewProblem	tiwasaki	16359: BannerRegistration	20150302	16359
mmViewProblem	tjwheel	16359: BannerRegistration	20150305	16359
mmViewProblem	torys	16359: BannerRegistration	20150305	212667
mmViewProblem	tri_code	16359: BannerRegistration	20150304	81795
mmViewProblem	tri_code	16359: BannerRegistration	20150305	65436
mmViewProblem	tri_code	16359: BannerRegistration	20150306	49077
mmViewProblem	trylar	16359: BannerRegistration	20150303	16359
mmViewProblem	trylar	16359: BannerRegistration	20150305	32718
mmViewProblem	tuliocasagrande	16359: BannerRegistration	20150305	16359
mmViewProblem	tushar_d3d11	16359: BannerRegistration	20150303	16359
mmViewProblem	ty70	16359: BannerRegistration	20150303	32718
mmViewProblem	ty70	16359: BannerRegistration	20150305	65436
mmViewProblem	ty70	16359: BannerRegistration	20150306	16359
mmViewProblem	tygrysek	16359: BannerRegistration	20150304	16359
mmViewProblem	uchar	16359: BannerRegistration	20150303	16359
mmViewProblem	upbod	16359: BannerRegistration	20150305	65436
mmViewProblem	vidhyabhushanv	16359: BannerRegistration	20150304	65436
mmViewProblem	vikashparida	16359: BannerRegistration	20150303	16359
mmViewProblem	vikasverma	16359: BannerRegistration	20150304	32718
mmViewProblem	vipermuffin	16359: BannerRegistration	20150304	16359
mmViewProblem	vishfrnds	16359: BannerRegistration	20150303	16359
mmViewProblem	vokie	16359: BannerRegistration	20150303	32718
mmViewProblem	vokie	16359: BannerRegistration	20150304	16359
mmViewProblem	vss109	16359: BannerRegistration	20150305	49077
mmViewProblem	vuchko	16359: BannerRegistration	20150304	65436
mmViewProblem	vuchko	16359: BannerRegistration	20150305	16359
mmViewProblem	wandering	16359: BannerRegistration	20150303	16359
mmViewProblem	wehlhard	16359: BannerRegistration	20150302	16359
mmViewProblem	wolfsmile	16359: BannerRegistration	20150304	16359
mmViewProblem	wronfim	16359: BannerRegistration	20150302	16359
mmViewProblem	wsobolewski	16359: BannerRegistration	20150302	81795
mmViewProblem	wsobolewski	16359: BannerRegistration	20150303	179949
mmViewProblem	wsobolewski	16359: BannerRegistration	20150304	163590
mmViewProblem	wsobolewski	16359: BannerRegistration	20150305	196308
mmViewProblem	wukejia	16359: BannerRegistration	20150303	65436
mmViewProblem	wukejia	16359: BannerRegistration	20150306	98154
mmViewProblem	xhae	16359: BannerRegistration	20150303	65436
mmViewProblem	xiakunxian923	16359: BannerRegistration	20150303	49077
mmViewProblem	xiakunxian923	16359: BannerRegistration	20150304	16359
mmViewProblem	xiakunxian923	16359: BannerRegistration	20150305	16359
mmViewProblem	xiakunxian923	16359: BannerRegistration	20150306	16359
mmViewProblem	xin135	16359: BannerRegistration	20150302	32718
mmViewProblem	xin135	16359: BannerRegistration	20150303	16359
mmViewProblem	xin135	16359: BannerRegistration	20150304	16359
mmViewProblem	xsymphonyx	16359: BannerRegistration	20150305	32718
mmViewProblem	yadav.ghanshyam	16359: BannerRegistration	20150306	32718
mmViewProblem	yamakic	16359: BannerRegistration	20150304	81795
mmViewProblem	yannoj2	16359: BannerRegistration	20150303	32718
mmViewProblem	yaric_om	16359: BannerRegistration	20150305	65436
mmViewProblem	yash123	16359: BannerRegistration	20150304	32718
mmViewProblem	yassine12	16359: BannerRegistration	20150304	65436
mmViewProblem	ybkr007	16359: BannerRegistration	20150305	65436
mmViewProblem	yikedll	16359: BannerRegistration	20150305	16359
mmViewProblem	yoss	16359: BannerRegistration	20150303	16359
mmViewProblem	yrtchn	16359: BannerRegistration	20150303	49077
mmViewProblem	yrtchn	16359: BannerRegistration	20150304	32718
mmViewProblem	zakharchuk	16359: BannerRegistration	20150305	49077
mmViewProblem	zhangsuibian	16359: BannerRegistration	20150303	16359
mmViewProblem	zhangyilun	16359: BannerRegistration	20150304	49077
mmViewProblem	zheei	16359: BannerRegistration	20150305	16359
mmViewProblem	ziaj	16359: BannerRegistration	20150302	16359
mmViewProblem	zitro	16359: BannerRegistration	20150302	16359
mmViewProblem	zizo0003	16359: BannerRegistration	20150303	65436
mmViewProblem	zydeoN	16359: BannerRegistration	20150304	16359
mmViewStandings	1101	16388: BannerAnnotate	20150311	49164
mmViewStandings	1957	16359: BannerRegistration	20150305	16359
mmViewStandings	AnandVeeramani	16359: BannerRegistration	20150304	16359
mmViewStandings	AnandVeeramani	16359: BannerRegistration	20150305	16359
mmViewStandings	AnandVeeramani	16359: BannerRegistration	20150309	16359
mmViewStandings	AnandVeeramani	16366: BannerAnnotate	20150308	16366
mmViewStandings	AnandVeeramani	16366: BannerAnnotate	20150310	49098
mmViewStandings	AnandVeeramani	16366: BannerAnnotate	20150311	16366
mmViewStandings	AnandVeeramani	16366: BannerAnnotate	20150312	32732
mmViewStandings	AnandVeeramani	16366: BannerAnnotate	20150313	16366
mmViewStandings	AndyFang	16359: BannerRegistration	20150304	16359
mmViewStandings	AndyFang	16388: BannerAnnotate	20150308	32776
mmViewStandings	AndyFang	16388: BannerAnnotate	20150310	32776
mmViewStandings	AndyFang	16388: BannerAnnotate	20150311	16388
mmViewStandings	AndyFang	16388: BannerAnnotate	20150313	16388
mmViewStandings	AndyFang	16388: BannerAnnotate	20150315	32776
mmViewStandings	AndyFang	16388: BannerAnnotate	20150317	16388
mmViewStandings	Avitella	16365: BannerAnnotate	20150308	163650
mmViewStandings	Avitella	16365: BannerAnnotate	20150309	114555
mmViewStandings	Bankevich	16359: BannerRegistration	20150305	65436
mmViewStandings	Breusov	16359: BannerRegistration	20150304	32718
mmViewStandings	Breusov	16376: BannerAnnotate	20150311	114632
mmViewStandings	Breusov	16376: BannerAnnotate	20150312	163760
mmViewStandings	Breusov	16376: BannerAnnotate	20150313	163760
mmViewStandings	Breusov	16376: BannerAnnotate	20150316	687792
mmViewStandings	Chikov2	16359: BannerRegistration	20150304	16359
mmViewStandings	DrWhatsisname	16379: BannerAnnotate	20150308	16379
mmViewStandings	EgorLakomkin	16386: BannerAnnotate	20150316	16386
mmViewStandings	F.L.K	16359: BannerRegistration	20150303	65436
mmViewStandings	F.L.K	16359: BannerRegistration	20150305	16359
mmViewStandings	F.L.K	16385: BannerAnnotate	20150309	49155
mmViewStandings	Fdg	16359: BannerRegistration	20150305	49077
mmViewStandings	Fdg	16371: BannerAnnotate	20150308	65484
mmViewStandings	Fed	16359: BannerRegistration	20150304	65436
mmViewStandings	Fed	16387: BannerAnnotate	20150308	81935
mmViewStandings	Fed	16387: BannerAnnotate	20150309	131096
mmViewStandings	Fed	16387: BannerAnnotate	20150310	163870
mmViewStandings	Fed	16387: BannerAnnotate	20150311	180257
mmViewStandings	Fed	16387: BannerAnnotate	20150312	180257
mmViewStandings	Fed	16387: BannerAnnotate	20150313	196644
mmViewStandings	Fed	16387: BannerAnnotate	20150314	114709
mmViewStandings	Fed	16387: BannerAnnotate	20150315	245805
mmViewStandings	Fed	16387: BannerAnnotate	20150316	639093
mmViewStandings	Fed	16387: BannerAnnotate	20150317	114709
mmViewStandings	Fed	16387: BannerAnnotate	20150318	65548
mmViewStandings	Fed	16387: BannerAnnotate	20150319	65548
mmViewStandings	G0rynich	16364: BannerAnnotate	20150308	65456
mmViewStandings	G0rynich	16364: BannerAnnotate	20150309	49092
mmViewStandings	G0rynich	16364: BannerAnnotate	20150310	16364
mmViewStandings	G0rynich	16364: BannerAnnotate	20150311	32728
mmViewStandings	G0rynich	16364: BannerAnnotate	20150312	32728
mmViewStandings	G0rynich	16364: BannerAnnotate	20150313	32728
mmViewStandings	G0rynich	16364: BannerAnnotate	20150314	49092
mmViewStandings	G0rynich	16364: BannerAnnotate	20150315	49092
mmViewStandings	G0rynich	16364: BannerAnnotate	20150316	81820
mmViewStandings	G0rynich	16364: BannerAnnotate	20150317	32728
mmViewStandings	G0rynich	16364: BannerAnnotate	20150318	32728
mmViewStandings	G0rynich	16364: BannerAnnotate	20150320	16364
mmViewStandings	G0rynich	16364: BannerAnnotate	20150323	49092
mmViewStandings	G0rynich	16365: BannerAnnotate	20150308	65460
mmViewStandings	G0rynich	16365: BannerAnnotate	20150309	49095
mmViewStandings	G0rynich	16365: BannerAnnotate	20150310	16365
mmViewStandings	G0rynich	16365: BannerAnnotate	20150311	32730
mmViewStandings	G0rynich	16365: BannerAnnotate	20150313	16365
mmViewStandings	G0rynich	16365: BannerAnnotate	20150314	32730
mmViewStandings	G0rynich	16365: BannerAnnotate	20150315	32730
mmViewStandings	G0rynich	16365: BannerAnnotate	20150316	32730
mmViewStandings	G0rynich	16365: BannerAnnotate	20150317	16365
mmViewStandings	G0rynich	16365: BannerAnnotate	20150318	32730
mmViewStandings	G0rynich	16365: BannerAnnotate	20150323	16365
mmViewStandings	G0rynich	16366: BannerAnnotate	20150308	65464
mmViewStandings	G0rynich	16366: BannerAnnotate	20150309	49098
mmViewStandings	G0rynich	16366: BannerAnnotate	20150310	16366
mmViewStandings	G0rynich	16366: BannerAnnotate	20150311	32732
mmViewStandings	G0rynich	16366: BannerAnnotate	20150313	16366
mmViewStandings	G0rynich	16366: BannerAnnotate	20150314	32732
mmViewStandings	G0rynich	16366: BannerAnnotate	20150315	32732
mmViewStandings	G0rynich	16366: BannerAnnotate	20150316	32732
mmViewStandings	G0rynich	16366: BannerAnnotate	20150317	32732
mmViewStandings	G0rynich	16366: BannerAnnotate	20150318	49098
mmViewStandings	G0rynich	16366: BannerAnnotate	20150323	16366
mmViewStandings	G0rynich	16367: BannerAnnotate	20150308	65468
mmViewStandings	G0rynich	16367: BannerAnnotate	20150309	49101
mmViewStandings	G0rynich	16367: BannerAnnotate	20150310	16367
mmViewStandings	G0rynich	16367: BannerAnnotate	20150311	32734
mmViewStandings	G0rynich	16367: BannerAnnotate	20150313	16367
mmViewStandings	G0rynich	16367: BannerAnnotate	20150314	32734
mmViewStandings	G0rynich	16367: BannerAnnotate	20150315	32734
mmViewStandings	G0rynich	16367: BannerAnnotate	20150316	32734
mmViewStandings	G0rynich	16367: BannerAnnotate	20150317	16367
mmViewStandings	G0rynich	16367: BannerAnnotate	20150318	32734
mmViewStandings	G0rynich	16367: BannerAnnotate	20150323	16367
mmViewStandings	G0rynich	16368: BannerAnnotate	20150308	49104
mmViewStandings	G0rynich	16368: BannerAnnotate	20150309	49104
mmViewStandings	G0rynich	16368: BannerAnnotate	20150310	16368
mmViewStandings	G0rynich	16368: BannerAnnotate	20150311	32736
mmViewStandings	G0rynich	16368: BannerAnnotate	20150313	16368
mmViewStandings	G0rynich	16368: BannerAnnotate	20150314	32736
mmViewStandings	G0rynich	16368: BannerAnnotate	20150315	32736
mmViewStandings	G0rynich	16368: BannerAnnotate	20150316	32736
mmViewStandings	G0rynich	16368: BannerAnnotate	20150317	16368
mmViewStandings	G0rynich	16368: BannerAnnotate	20150318	32736
mmViewStandings	G0rynich	16368: BannerAnnotate	20150323	16368
mmViewStandings	G0rynich	16369: BannerAnnotate	20150308	65476
mmViewStandings	G0rynich	16369: BannerAnnotate	20150309	49107
mmViewStandings	G0rynich	16369: BannerAnnotate	20150310	16369
mmViewStandings	G0rynich	16369: BannerAnnotate	20150311	32738
mmViewStandings	G0rynich	16369: BannerAnnotate	20150313	16369
mmViewStandings	G0rynich	16369: BannerAnnotate	20150314	32738
mmViewStandings	G0rynich	16369: BannerAnnotate	20150315	32738
mmViewStandings	G0rynich	16369: BannerAnnotate	20150316	32738
mmViewStandings	G0rynich	16369: BannerAnnotate	20150317	16369
mmViewStandings	G0rynich	16369: BannerAnnotate	20150318	32738
mmViewStandings	G0rynich	16369: BannerAnnotate	20150323	16369
mmViewStandings	G0rynich	16370: BannerAnnotate	20150308	65480
mmViewStandings	G0rynich	16370: BannerAnnotate	20150309	49110
mmViewStandings	G0rynich	16370: BannerAnnotate	20150310	16370
mmViewStandings	G0rynich	16370: BannerAnnotate	20150311	32740
mmViewStandings	G0rynich	16370: BannerAnnotate	20150313	16370
mmViewStandings	G0rynich	16370: BannerAnnotate	20150314	32740
mmViewStandings	G0rynich	16370: BannerAnnotate	20150315	32740
mmViewStandings	G0rynich	16370: BannerAnnotate	20150316	32740
mmViewStandings	G0rynich	16370: BannerAnnotate	20150317	16370
mmViewStandings	G0rynich	16370: BannerAnnotate	20150318	32740
mmViewStandings	G0rynich	16370: BannerAnnotate	20150323	16370
mmViewStandings	G0rynich	16371: BannerAnnotate	20150308	65484
mmViewStandings	G0rynich	16371: BannerAnnotate	20150309	49113
mmViewStandings	G0rynich	16371: BannerAnnotate	20150310	16371
mmViewStandings	G0rynich	16371: BannerAnnotate	20150311	32742
mmViewStandings	G0rynich	16371: BannerAnnotate	20150313	16371
mmViewStandings	G0rynich	16371: BannerAnnotate	20150314	32742
mmViewStandings	G0rynich	16371: BannerAnnotate	20150315	32742
mmViewStandings	G0rynich	16371: BannerAnnotate	20150316	32742
mmViewStandings	G0rynich	16371: BannerAnnotate	20150317	16371
mmViewStandings	G0rynich	16371: BannerAnnotate	20150318	32742
mmViewStandings	G0rynich	16371: BannerAnnotate	20150323	16371
mmViewStandings	G0rynich	16373: BannerAnnotate	20150308	65492
mmViewStandings	G0rynich	16373: BannerAnnotate	20150309	65492
mmViewStandings	G0rynich	16373: BannerAnnotate	20150310	16373
mmViewStandings	G0rynich	16373: BannerAnnotate	20150311	32746
mmViewStandings	G0rynich	16373: BannerAnnotate	20150313	16373
mmViewStandings	G0rynich	16373: BannerAnnotate	20150314	32746
mmViewStandings	G0rynich	16373: BannerAnnotate	20150315	32746
mmViewStandings	G0rynich	16373: BannerAnnotate	20150316	32746
mmViewStandings	G0rynich	16373: BannerAnnotate	20150317	16373
mmViewStandings	G0rynich	16373: BannerAnnotate	20150318	49119
mmViewStandings	G0rynich	16373: BannerAnnotate	20150322	16373
mmViewStandings	G0rynich	16373: BannerAnnotate	20150323	16373
mmViewStandings	G0rynich	16374: BannerAnnotate	20150308	65496
mmViewStandings	G0rynich	16374: BannerAnnotate	20150309	49122
mmViewStandings	G0rynich	16374: BannerAnnotate	20150311	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150313	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150314	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150315	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150316	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150317	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150318	32748
mmViewStandings	G0rynich	16374: BannerAnnotate	20150323	16374
mmViewStandings	G0rynich	16375: BannerAnnotate	20150308	65500
mmViewStandings	G0rynich	16375: BannerAnnotate	20150309	65500
mmViewStandings	G0rynich	16375: BannerAnnotate	20150310	16375
mmViewStandings	G0rynich	16375: BannerAnnotate	20150311	32750
mmViewStandings	G0rynich	16375: BannerAnnotate	20150313	16375
mmViewStandings	G0rynich	16375: BannerAnnotate	20150314	32750
mmViewStandings	G0rynich	16375: BannerAnnotate	20150315	32750
mmViewStandings	G0rynich	16375: BannerAnnotate	20150316	49125
mmViewStandings	G0rynich	16375: BannerAnnotate	20150317	16375
mmViewStandings	G0rynich	16375: BannerAnnotate	20150318	49125
mmViewStandings	G0rynich	16375: BannerAnnotate	20150323	16375
mmViewStandings	G0rynich	16376: BannerAnnotate	20150308	65504
mmViewStandings	G0rynich	16376: BannerAnnotate	20150309	65504
mmViewStandings	G0rynich	16376: BannerAnnotate	20150311	49128
mmViewStandings	G0rynich	16376: BannerAnnotate	20150313	16376
mmViewStandings	G0rynich	16376: BannerAnnotate	20150314	49128
mmViewStandings	G0rynich	16376: BannerAnnotate	20150315	32752
mmViewStandings	G0rynich	16376: BannerAnnotate	20150316	49128
mmViewStandings	G0rynich	16376: BannerAnnotate	20150317	16376
mmViewStandings	G0rynich	16376: BannerAnnotate	20150318	49128
mmViewStandings	G0rynich	16376: BannerAnnotate	20150323	16376
mmViewStandings	G0rynich	16377: BannerAnnotate	20150308	65508
mmViewStandings	G0rynich	16377: BannerAnnotate	20150309	65508
mmViewStandings	G0rynich	16377: BannerAnnotate	20150311	49131
mmViewStandings	G0rynich	16377: BannerAnnotate	20150313	16377
mmViewStandings	G0rynich	16377: BannerAnnotate	20150314	32754
mmViewStandings	G0rynich	16377: BannerAnnotate	20150315	32754
mmViewStandings	G0rynich	16377: BannerAnnotate	20150316	32754
mmViewStandings	G0rynich	16377: BannerAnnotate	20150317	16377
mmViewStandings	G0rynich	16377: BannerAnnotate	20150318	32754
mmViewStandings	G0rynich	16377: BannerAnnotate	20150323	16377
mmViewStandings	G0rynich	16378: BannerAnnotate	20150308	65512
mmViewStandings	G0rynich	16378: BannerAnnotate	20150309	49134
mmViewStandings	G0rynich	16378: BannerAnnotate	20150311	49134
mmViewStandings	G0rynich	16378: BannerAnnotate	20150313	16378
mmViewStandings	G0rynich	16378: BannerAnnotate	20150314	32756
mmViewStandings	G0rynich	16378: BannerAnnotate	20150315	32756
mmViewStandings	G0rynich	16378: BannerAnnotate	20150316	32756
mmViewStandings	G0rynich	16378: BannerAnnotate	20150317	16378
mmViewStandings	G0rynich	16378: BannerAnnotate	20150318	49134
mmViewStandings	G0rynich	16379: BannerAnnotate	20150308	65516
mmViewStandings	G0rynich	16379: BannerAnnotate	20150309	49137
mmViewStandings	G0rynich	16379: BannerAnnotate	20150311	32758
mmViewStandings	G0rynich	16379: BannerAnnotate	20150313	32758
mmViewStandings	G0rynich	16379: BannerAnnotate	20150314	32758
mmViewStandings	G0rynich	16379: BannerAnnotate	20150315	32758
mmViewStandings	G0rynich	16379: BannerAnnotate	20150316	32758
mmViewStandings	G0rynich	16379: BannerAnnotate	20150317	16379
mmViewStandings	G0rynich	16379: BannerAnnotate	20150318	32758
mmViewStandings	G0rynich	16380: BannerAnnotate	20150308	65520
mmViewStandings	G0rynich	16380: BannerAnnotate	20150309	49140
mmViewStandings	G0rynich	16380: BannerAnnotate	20150311	32760
mmViewStandings	G0rynich	16380: BannerAnnotate	20150313	16380
mmViewStandings	G0rynich	16380: BannerAnnotate	20150314	49140
mmViewStandings	G0rynich	16380: BannerAnnotate	20150315	32760
mmViewStandings	G0rynich	16380: BannerAnnotate	20150316	49140
mmViewStandings	G0rynich	16380: BannerAnnotate	20150317	16380
mmViewStandings	G0rynich	16380: BannerAnnotate	20150318	32760
mmViewStandings	G0rynich	16381: BannerAnnotate	20150308	65524
mmViewStandings	G0rynich	16381: BannerAnnotate	20150309	49143
mmViewStandings	G0rynich	16381: BannerAnnotate	20150311	32762
mmViewStandings	G0rynich	16381: BannerAnnotate	20150313	16381
mmViewStandings	G0rynich	16381: BannerAnnotate	20150314	32762
mmViewStandings	G0rynich	16381: BannerAnnotate	20150315	32762
mmViewStandings	G0rynich	16381: BannerAnnotate	20150316	32762
mmViewStandings	G0rynich	16381: BannerAnnotate	20150317	49143
mmViewStandings	G0rynich	16381: BannerAnnotate	20150318	16381
mmViewStandings	G0rynich	16382: BannerAnnotate	20150308	65528
mmViewStandings	G0rynich	16382: BannerAnnotate	20150309	49146
mmViewStandings	G0rynich	16382: BannerAnnotate	20150311	32764
mmViewStandings	G0rynich	16382: BannerAnnotate	20150313	16382
mmViewStandings	G0rynich	16382: BannerAnnotate	20150314	32764
mmViewStandings	G0rynich	16382: BannerAnnotate	20150315	32764
mmViewStandings	G0rynich	16382: BannerAnnotate	20150316	32764
mmViewStandings	G0rynich	16382: BannerAnnotate	20150317	16382
mmViewStandings	G0rynich	16382: BannerAnnotate	20150318	16382
mmViewStandings	G0rynich	16382: BannerAnnotate	20150323	16382
mmViewStandings	G0rynich	16383: BannerAnnotate	20150308	65532
mmViewStandings	G0rynich	16383: BannerAnnotate	20150309	65532
mmViewStandings	G0rynich	16383: BannerAnnotate	20150311	32766
mmViewStandings	G0rynich	16383: BannerAnnotate	20150313	16383
mmViewStandings	G0rynich	16383: BannerAnnotate	20150314	32766
mmViewStandings	G0rynich	16383: BannerAnnotate	20150315	32766
mmViewStandings	G0rynich	16383: BannerAnnotate	20150316	32766
mmViewStandings	G0rynich	16383: BannerAnnotate	20150317	16383
mmViewStandings	G0rynich	16383: BannerAnnotate	20150318	16383
mmViewStandings	G0rynich	16383: BannerAnnotate	20150323	32766
mmViewStandings	G0rynich	16384: BannerAnnotate	20150308	65536
mmViewStandings	G0rynich	16384: BannerAnnotate	20150309	49152
mmViewStandings	G0rynich	16384: BannerAnnotate	20150311	32768
mmViewStandings	G0rynich	16384: BannerAnnotate	20150313	16384
mmViewStandings	G0rynich	16384: BannerAnnotate	20150314	32768
mmViewStandings	G0rynich	16384: BannerAnnotate	20150315	32768
mmViewStandings	G0rynich	16384: BannerAnnotate	20150316	32768
mmViewStandings	G0rynich	16384: BannerAnnotate	20150317	32768
mmViewStandings	G0rynich	16384: BannerAnnotate	20150318	16384
mmViewStandings	G0rynich	16385: BannerAnnotate	20150308	65540
mmViewStandings	G0rynich	16385: BannerAnnotate	20150309	49155
mmViewStandings	G0rynich	16385: BannerAnnotate	20150311	32770
mmViewStandings	G0rynich	16385: BannerAnnotate	20150313	16385
mmViewStandings	G0rynich	16385: BannerAnnotate	20150314	32770
mmViewStandings	G0rynich	16385: BannerAnnotate	20150315	32770
mmViewStandings	G0rynich	16385: BannerAnnotate	20150316	32770
mmViewStandings	G0rynich	16385: BannerAnnotate	20150317	16385
