ga:eventCategory	ga:eventLabel	ga:eventAction	ga:date	ga:eventValue
mmViewStandings	G0rynich	16385: BannerAnnotate	20150318	16385
mmViewStandings	G0rynich	16386: BannerAnnotate	20150308	65544
mmViewStandings	G0rynich	16386: BannerAnnotate	20150309	65544
mmViewStandings	G0rynich	16386: BannerAnnotate	20150311	32772
mmViewStandings	G0rynich	16386: BannerAnnotate	20150313	16386
mmViewStandings	G0rynich	16386: BannerAnnotate	20150314	32772
mmViewStandings	G0rynich	16386: BannerAnnotate	20150315	32772
mmViewStandings	G0rynich	16386: BannerAnnotate	20150316	65544
mmViewStandings	G0rynich	16386: BannerAnnotate	20150317	49158
mmViewStandings	G0rynich	16386: BannerAnnotate	20150318	16386
mmViewStandings	G0rynich	16387: BannerAnnotate	20150308	65548
mmViewStandings	G0rynich	16387: BannerAnnotate	20150309	49161
mmViewStandings	G0rynich	16387: BannerAnnotate	20150311	32774
mmViewStandings	G0rynich	16387: BannerAnnotate	20150313	16387
mmViewStandings	G0rynich	16387: BannerAnnotate	20150314	32774
mmViewStandings	G0rynich	16387: BannerAnnotate	20150315	32774
mmViewStandings	G0rynich	16387: BannerAnnotate	20150316	32774
mmViewStandings	G0rynich	16387: BannerAnnotate	20150317	16387
mmViewStandings	G0rynich	16387: BannerAnnotate	20150318	16387
mmViewStandings	G0rynich	16388: BannerAnnotate	20150308	81940
mmViewStandings	G0rynich	16388: BannerAnnotate	20150309	49164
mmViewStandings	G0rynich	16388: BannerAnnotate	20150311	32776
mmViewStandings	G0rynich	16388: BannerAnnotate	20150313	16388
mmViewStandings	G0rynich	16388: BannerAnnotate	20150314	32776
mmViewStandings	G0rynich	16388: BannerAnnotate	20150315	32776
mmViewStandings	G0rynich	16388: BannerAnnotate	20150316	32776
mmViewStandings	G0rynich	16388: BannerAnnotate	20150317	49164
mmViewStandings	G0rynich	16388: BannerAnnotate	20150318	32776
mmViewStandings	G0rynich	16388: BannerAnnotate	20150322	16388
mmViewStandings	G0rynich	16388: BannerAnnotate	20150323	16388
mmViewStandings	GoogleHireMe	16359: BannerRegistration	20150305	32718
mmViewStandings	GoogleHireMe	16386: BannerAnnotate	20150310	81930
mmViewStandings	GoogleHireMe	16386: BannerAnnotate	20150312	16386
mmViewStandings	GoogleHireMe	16386: BannerAnnotate	20150316	16386
mmViewStandings	GrantRVD	16359: BannerRegistration	20150305	16359
mmViewStandings	Infinity.	16369: BannerAnnotate	20150309	49107
mmViewStandings	Infinity.	16369: BannerAnnotate	20150310	81845
mmViewStandings	Infinity.	16369: BannerAnnotate	20150311	32738
mmViewStandings	Infinity.	16369: BannerAnnotate	20150312	16369
mmViewStandings	Infinity.	16369: BannerAnnotate	20150313	32738
mmViewStandings	Infinity.	16369: BannerAnnotate	20150314	327380
mmViewStandings	Infinity.	16369: BannerAnnotate	20150315	16369
mmViewStandings	Infinity.	16369: BannerAnnotate	20150316	114583
mmViewStandings	Infinity.	16369: BannerAnnotate	20150317	49107
mmViewStandings	Infinity.	16369: BannerAnnotate	20150318	49107
mmViewStandings	Infinity.	16369: BannerAnnotate	20150321	32738
mmViewStandings	Irioth	16359: BannerRegistration	20150303	49077
mmViewStandings	Irioth	16382: BannerAnnotate	20150310	32764
mmViewStandings	Irioth	16382: BannerAnnotate	20150311	32764
mmViewStandings	Ironhawks	16359: BannerRegistration	20150303	16359
mmViewStandings	Ironhawks	16359: BannerRegistration	20150305	32718
mmViewStandings	JK24	16359: BannerRegistration	20150303	65436
mmViewStandings	JRSSKumarD	16359: BannerRegistration	20150305	32718
mmViewStandings	JRSSKumarD	16359: BannerRegistration	20150307	16359
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150308	98262
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150309	147393
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150310	32754
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150311	49131
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150312	98262
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150313	16377
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150314	98262
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150315	16377
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150316	163770
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150317	65508
mmViewStandings	JRSSKumarD	16377: BannerAnnotate	20150318	65508
mmViewStandings	JacoCronje	16359: BannerRegistration	20150302	16359
mmViewStandings	JacoCronje	16359: BannerRegistration	20150303	16359
mmViewStandings	JacoCronje	16359: BannerRegistration	20150304	16359
mmViewStandings	JacoCronje	16359: BannerRegistration	20150305	16359
mmViewStandings	JacoCronje	16364: BannerAnnotate	20150308	16364
mmViewStandings	JacoCronje	16364: BannerAnnotate	20150309	49092
mmViewStandings	JacoCronje	16364: BannerAnnotate	20150310	16364
mmViewStandings	JacoCronje	16365: BannerAnnotate	20150308	16365
mmViewStandings	JacoCronje	16365: BannerAnnotate	20150309	65460
mmViewStandings	JacoCronje	16365: BannerAnnotate	20150310	16365
mmViewStandings	JacoCronje	16366: BannerAnnotate	20150308	16366
mmViewStandings	JacoCronje	16366: BannerAnnotate	20150309	65464
mmViewStandings	JacoCronje	16366: BannerAnnotate	20150310	32732
mmViewStandings	JacoCronje	16367: BannerAnnotate	20150308	49101
mmViewStandings	JacoCronje	16367: BannerAnnotate	20150309	98202
mmViewStandings	JacoCronje	16367: BannerAnnotate	20150310	32734
mmViewStandings	JacoCronje	16368: BannerAnnotate	20150308	16368
mmViewStandings	JacoCronje	16368: BannerAnnotate	20150309	32736
mmViewStandings	JacoCronje	16368: BannerAnnotate	20150310	32736
mmViewStandings	JacoCronje	16369: BannerAnnotate	20150308	16369
mmViewStandings	JacoCronje	16369: BannerAnnotate	20150309	32738
mmViewStandings	JacoCronje	16369: BannerAnnotate	20150310	16369
mmViewStandings	JacoCronje	16370: BannerAnnotate	20150308	16370
mmViewStandings	JacoCronje	16370: BannerAnnotate	20150309	49110
mmViewStandings	JacoCronje	16370: BannerAnnotate	20150310	16370
mmViewStandings	JacoCronje	16371: BannerAnnotate	20150308	16371
mmViewStandings	JacoCronje	16371: BannerAnnotate	20150309	49113
mmViewStandings	JacoCronje	16371: BannerAnnotate	20150310	32742
mmViewStandings	JacoCronje	16373: BannerAnnotate	20150312	16373
mmViewStandings	JacoCronje	16374: BannerAnnotate	20150309	16374
mmViewStandings	JacoCronje	16374: BannerAnnotate	20150312	32748
mmViewStandings	JacoCronje	16375: BannerAnnotate	20150309	16375
mmViewStandings	JacoCronje	16375: BannerAnnotate	20150310	16375
mmViewStandings	JacoCronje	16375: BannerAnnotate	20150312	16375
mmViewStandings	JacoCronje	16376: BannerAnnotate	20150309	32752
mmViewStandings	JacoCronje	16376: BannerAnnotate	20150310	16376
mmViewStandings	JacoCronje	16376: BannerAnnotate	20150312	49128
mmViewStandings	JacoCronje	16376: BannerAnnotate	20150313	16376
mmViewStandings	JacoCronje	16377: BannerAnnotate	20150309	49131
mmViewStandings	JacoCronje	16377: BannerAnnotate	20150310	32754
mmViewStandings	JacoCronje	16377: BannerAnnotate	20150312	49131
mmViewStandings	JacoCronje	16378: BannerAnnotate	20150309	32756
mmViewStandings	JacoCronje	16378: BannerAnnotate	20150310	16378
mmViewStandings	JacoCronje	16378: BannerAnnotate	20150312	16378
mmViewStandings	JacoCronje	16379: BannerAnnotate	20150309	16379
mmViewStandings	JacoCronje	16379: BannerAnnotate	20150310	16379
mmViewStandings	JacoCronje	16379: BannerAnnotate	20150312	16379
mmViewStandings	JacoCronje	16380: BannerAnnotate	20150309	16380
mmViewStandings	JacoCronje	16380: BannerAnnotate	20150310	16380
mmViewStandings	JacoCronje	16380: BannerAnnotate	20150312	32760
mmViewStandings	JacoCronje	16381: BannerAnnotate	20150309	16381
mmViewStandings	JacoCronje	16381: BannerAnnotate	20150310	16381
mmViewStandings	JacoCronje	16381: BannerAnnotate	20150312	16381
mmViewStandings	JacoCronje	16382: BannerAnnotate	20150309	16382
mmViewStandings	JacoCronje	16382: BannerAnnotate	20150310	16382
mmViewStandings	JacoCronje	16382: BannerAnnotate	20150312	16382
mmViewStandings	JacoCronje	16383: BannerAnnotate	20150309	16383
mmViewStandings	JacoCronje	16383: BannerAnnotate	20150310	16383
mmViewStandings	JacoCronje	16383: BannerAnnotate	20150312	32766
mmViewStandings	JacoCronje	16384: BannerAnnotate	20150308	16384
mmViewStandings	JacoCronje	16384: BannerAnnotate	20150309	16384
mmViewStandings	JacoCronje	16384: BannerAnnotate	20150310	49152
mmViewStandings	JacoCronje	16384: BannerAnnotate	20150312	16384
mmViewStandings	JacoCronje	16385: BannerAnnotate	20150309	16385
mmViewStandings	JacoCronje	16385: BannerAnnotate	20150310	16385
mmViewStandings	JacoCronje	16385: BannerAnnotate	20150312	16385
mmViewStandings	JacoCronje	16386: BannerAnnotate	20150309	32772
mmViewStandings	JacoCronje	16386: BannerAnnotate	20150310	49158
mmViewStandings	JacoCronje	16386: BannerAnnotate	20150312	32772
mmViewStandings	JacoCronje	16387: BannerAnnotate	20150309	32774
mmViewStandings	JacoCronje	16387: BannerAnnotate	20150310	16387
mmViewStandings	JacoCronje	16387: BannerAnnotate	20150312	16387
mmViewStandings	JacoCronje	16388: BannerAnnotate	20150309	32776
mmViewStandings	JacoCronje	16388: BannerAnnotate	20150310	32776
mmViewStandings	JacoCronje	16388: BannerAnnotate	20150312	16388
mmViewStandings	Jake1164	16359: BannerRegistration	20150303	16359
mmViewStandings	Johan.de.Ruiter	16359: BannerRegistration	20150302	16359
mmViewStandings	Johan.de.Ruiter	16378: BannerAnnotate	20150308	32756
mmViewStandings	Johan.de.Ruiter	16378: BannerAnnotate	20150309	343938
mmViewStandings	Johan.de.Ruiter	16378: BannerAnnotate	20150310	65512
mmViewStandings	Johan.de.Ruiter	16378: BannerAnnotate	20150316	16378
mmViewStandings	LOY	16377: BannerAnnotate	20150311	278409
mmViewStandings	LOY	16377: BannerAnnotate	20150312	49131
mmViewStandings	LOY	16377: BannerAnnotate	20150314	16377
mmViewStandings	LOY	16377: BannerAnnotate	20150315	114639
mmViewStandings	LOY	16377: BannerAnnotate	20150318	32754
mmViewStandings	LaguneXXX	16359: BannerRegistration	20150304	49077
mmViewStandings	LaguneXXX	16377: BannerAnnotate	20150308	16377
mmViewStandings	LaguneXXX	16377: BannerAnnotate	20150316	16377
mmViewStandings	Lapro	16359: BannerRegistration	20150305	16359
mmViewStandings	Lapro	16377: BannerAnnotate	20150308	49131
mmViewStandings	Lapro	16377: BannerAnnotate	20150309	933489
mmViewStandings	Lapro	16377: BannerAnnotate	20150310	507687
mmViewStandings	Lapro	16377: BannerAnnotate	20150311	802473
mmViewStandings	Lapro	16377: BannerAnnotate	20150312	720588
mmViewStandings	Lapro	16377: BannerAnnotate	20150313	835227
mmViewStandings	Lapro	16377: BannerAnnotate	20150314	2325534
mmViewStandings	Lapro	16377: BannerAnnotate	20150315	2636697
mmViewStandings	Lapro	16377: BannerAnnotate	20150316	474933
mmViewStandings	Lapro	16377: BannerAnnotate	20150317	65508
mmViewStandings	Liaksiejka	16359: BannerRegistration	20150303	16359
mmViewStandings	MahmoudAGawad	16359: BannerRegistration	20150305	16359
mmViewStandings	Mimino	16373: BannerAnnotate	20150316	16373
mmViewStandings	Mimino	16373: BannerAnnotate	20150319	16373
mmViewStandings	Mloody2000	16359: BannerRegistration	20150302	16359
mmViewStandings	Mojito1	16367: BannerAnnotate	20150308	98202
mmViewStandings	Mojito1	16367: BannerAnnotate	20150310	32734
mmViewStandings	MonicaMuranyi	16359: BannerRegistration	20150303	32718
mmViewStandings	MonicaMuranyi	16377: BannerAnnotate	20150308	16377
mmViewStandings	Mril284	16359: BannerRegistration	20150304	16359
mmViewStandings	Nickolas	16359: BannerRegistration	20150302	16359
mmViewStandings	Nickolas	16373: BannerAnnotate	20150308	16373
mmViewStandings	Nickolas	16373: BannerAnnotate	20150309	16373
mmViewStandings	Nickolas	16373: BannerAnnotate	20150310	32746
mmViewStandings	Nickolas	16373: BannerAnnotate	20150311	16373
mmViewStandings	Nickolas	16373: BannerAnnotate	20150312	16373
mmViewStandings	Nickolas	16373: BannerAnnotate	20150313	16373
mmViewStandings	Nickolas	16373: BannerAnnotate	20150314	32746
mmViewStandings	Nil_ct	16359: BannerRegistration	20150306	16359
mmViewStandings	Nil_ct	16369: BannerAnnotate	20150308	32738
mmViewStandings	Nil_ct	16369: BannerAnnotate	20150311	49107
mmViewStandings	NobuMiu	16370: BannerAnnotate	20150310	16370
mmViewStandings	NobuMiu	16370: BannerAnnotate	20150311	81850
mmViewStandings	NobuMiu	16370: BannerAnnotate	20150312	16370
mmViewStandings	NobuMiu	16370: BannerAnnotate	20150313	16370
mmViewStandings	OlexandrT	16384: BannerAnnotate	20150309	16384
mmViewStandings	PaxosMyth	16359: BannerRegistration	20150304	16359
mmViewStandings	Proud2BACoug	16359: BannerRegistration	20150305	16359
mmViewStandings	PuffRing	16387: BannerAnnotate	20150308	49161
mmViewStandings	PuffRing	16387: BannerAnnotate	20150309	81935
mmViewStandings	PuffRing	16387: BannerAnnotate	20150312	32774
mmViewStandings	PuffRing	16387: BannerAnnotate	20150313	180257
mmViewStandings	PuffRing	16387: BannerAnnotate	20150314	327740
mmViewStandings	PuffRing	16387: BannerAnnotate	20150315	426062
mmViewStandings	PuffRing	16387: BannerAnnotate	20150316	524384
mmViewStandings	PuffRing	16387: BannerAnnotate	20150317	16387
mmViewStandings	PuffRing	16387: BannerAnnotate	20150318	16387
mmViewStandings	RRx	16359: BannerRegistration	20150303	16359
mmViewStandings	RRx	16380: BannerAnnotate	20150308	114660
mmViewStandings	RRx	16380: BannerAnnotate	20150312	32760
mmViewStandings	RRx	16380: BannerAnnotate	20150315	49140
mmViewStandings	RRx	16380: BannerAnnotate	20150317	16380
mmViewStandings	Ra16bit	16359: BannerRegistration	20150303	32718
mmViewStandings	Ra16bit	16359: BannerRegistration	20150305	16359
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150308	16383
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150309	65532
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150310	16383
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150311	32766
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150312	16383
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150316	32766
mmViewStandings	Ra16bit	16383: BannerAnnotate	20150317	16383
mmViewStandings	Rubanenko	16359: BannerRegistration	20150303	32718
mmViewStandings	SIGCHLD	16359: BannerRegistration	20150305	32718
mmViewStandings	SebM	16359: BannerRegistration	20150302	16359
mmViewStandings	SebM	16378: BannerAnnotate	20150408	16378
mmViewStandings	SebM	16378: BannerAnnotate	20150409	16378
mmViewStandings	Seip_meginu	16359: BannerRegistration	20150305	32718
mmViewStandings	SoberMonkey	16359: BannerRegistration	20150304	16359
mmViewStandings	Sord	16359: BannerRegistration	20150304	32718
mmViewStandings	Sord	16371: BannerAnnotate	20150308	16371
mmViewStandings	Sord	16371: BannerAnnotate	20150309	114597
mmViewStandings	Sord	16371: BannerAnnotate	20150310	16371
mmViewStandings	Sord	16371: BannerAnnotate	20150315	32742
mmViewStandings	Steven_Huang	16359: BannerRegistration	20150304	81795
mmViewStandings	TMALBONPH	16359: BannerRegistration	20150307	65436
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150308	98328
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150311	65552
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150312	81940
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150313	49164
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150314	229432
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150315	294984
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150316	213044
mmViewStandings	TMALBONPH	16388: BannerAnnotate	20150329	16388
mmViewStandings	TahaMahmoud	16359: BannerRegistration	20150302	16359
mmViewStandings	TahaMahmoud	16359: BannerRegistration	20150303	32718
mmViewStandings	TahaMahmoud	16359: BannerRegistration	20150316	16359
mmViewStandings	TahaMahmoud	16383: BannerAnnotate	20150308	49149
mmViewStandings	TahaMahmoud	16383: BannerAnnotate	20150311	32766
mmViewStandings	TahaMahmoud	16383: BannerAnnotate	20150312	16383
mmViewStandings	TahaMahmoud	16383: BannerAnnotate	20150316	16383
mmViewStandings	Taquion	16367: BannerAnnotate	20150308	212771
mmViewStandings	Taquion	16367: BannerAnnotate	20150309	441909
mmViewStandings	Taquion	16367: BannerAnnotate	20150310	327340
mmViewStandings	Taquion	16367: BannerAnnotate	20150311	65468
mmViewStandings	Taquion	16367: BannerAnnotate	20150312	163670
mmViewStandings	Taquion	16367: BannerAnnotate	20150313	147303
mmViewStandings	Taquion	16367: BannerAnnotate	20150314	81835
mmViewStandings	Taquion	16367: BannerAnnotate	20150315	32734
mmViewStandings	Taquion	16367: BannerAnnotate	20150316	147303
mmViewStandings	Taquion	16367: BannerAnnotate	20150317	114569
mmViewStandings	Taquion	16367: BannerAnnotate	20150318	81835
mmViewStandings	Taquion	16367: BannerAnnotate	20150319	16367
mmViewStandings	Taquion	16367: BannerAnnotate	20150320	16367
mmViewStandings	Taquion	16367: BannerAnnotate	20150323	16367
mmViewStandings	Taquion	16367: BannerAnnotate	20150330	16367
mmViewStandings	Tokiru	16359: BannerRegistration	20150305	81795
mmViewStandings	TrePe	16359: BannerRegistration	20150305	32718
mmViewStandings	TrePe	16368: BannerAnnotate	20150308	16368
mmViewStandings	TwCoder	16359: BannerRegistration	20150308	65436
mmViewStandings	TwCoder	16375: BannerAnnotate	20150308	16375
mmViewStandings	TwCoder	16375: BannerAnnotate	20150309	32750
mmViewStandings	TwCoder	16375: BannerAnnotate	20150310	16375
mmViewStandings	TwCoder	16375: BannerAnnotate	20150315	98250
mmViewStandings	Uchigle	16359: BannerRegistration	20150305	16359
mmViewStandings	Uchigle	16377: BannerAnnotate	20150319	16377
mmViewStandings	VArt	16359: BannerRegistration	20150303	32718
mmViewStandings	VArt	16359: BannerRegistration	20150313	49077
mmViewStandings	VArt	16371: BannerAnnotate	20150314	32742
mmViewStandings	V[i]ctor	16369: BannerAnnotate	20150308	16369
mmViewStandings	Vardan(RAU)	16359: BannerRegistration	20150305	16359
mmViewStandings	Venug	16359: BannerRegistration	20150305	65436
mmViewStandings	Vetteru	16359: BannerRegistration	20150303	49077
mmViewStandings	Vetteru	16359: BannerRegistration	20150305	16359
mmViewStandings	Vetteru	16370: BannerAnnotate	20150309	49110
mmViewStandings	Vetteru	16370: BannerAnnotate	20150312	81850
mmViewStandings	Vetteru	16370: BannerAnnotate	20150313	16370
mmViewStandings	Vetteru	16370: BannerAnnotate	20150315	147330
mmViewStandings	Vetteru	16370: BannerAnnotate	20150316	163700
mmViewStandings	Vetteru	16370: BannerAnnotate	20150317	16370
mmViewStandings	Vetteru	16370: BannerAnnotate	20150318	16370
mmViewStandings	Vetteru	16370: BannerAnnotate	20150320	32740
mmViewStandings	Vetteru	16370: BannerAnnotate	20150329	16370
mmViewStandings	Visoks	16387: BannerAnnotate	20150309	49161
mmViewStandings	WTrei	16359: BannerRegistration	20150305	16359
mmViewStandings	WTrei	16366: BannerAnnotate	20150308	49098
mmViewStandings	WTrei	16366: BannerAnnotate	20150309	229124
mmViewStandings	WTrei	16366: BannerAnnotate	20150310	98196
mmViewStandings	WTrei	16366: BannerAnnotate	20150311	147294
mmViewStandings	WTrei	16366: BannerAnnotate	20150312	114562
mmViewStandings	WTrei	16366: BannerAnnotate	20150313	180026
mmViewStandings	WTrei	16366: BannerAnnotate	20150314	49098
mmViewStandings	WTrei	16366: BannerAnnotate	20150316	98196
mmViewStandings	WojciechMigda	16359: BannerRegistration	20150303	16359
mmViewStandings	WojciechMigda	16359: BannerRegistration	20150305	16359
mmViewStandings	WojciechMigda	16359: BannerRegistration	20150307	16359
mmViewStandings	WojciechMigda	16359: BannerRegistration	20150309	16359
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150309	131080
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150310	114695
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150311	81925
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150312	32770
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150316	81925
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150317	32770
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150319	16385
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150324	16385
mmViewStandings	WojciechMigda	16385: BannerAnnotate	20150407	16385
mmViewStandings	Wook.Song	16359: BannerRegistration	20150304	16359
mmViewStandings	YDesai	16379: BannerAnnotate	20150309	16379
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150312	16388
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150313	180268
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150314	65552
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150315	49164
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150316	16388
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150317	81940
mmViewStandings	ZLATKO	16388: BannerAnnotate	20150318	16388
mmViewStandings	_Kevin	16359: BannerRegistration	20150303	16359
mmViewStandings	_Kevin	16378: BannerAnnotate	20150309	65512
mmViewStandings	_Kevin	16378: BannerAnnotate	20150311	65512
mmViewStandings	_Kevin	16378: BannerAnnotate	20150316	16378
mmViewStandings	_Romka_	16359: BannerRegistration	20150308	16359
mmViewStandings	_Romka_	16365: BannerAnnotate	20150308	130920
mmViewStandings	_Romka_	16365: BannerAnnotate	20150309	81825
mmViewStandings	_Romka_	16365: BannerAnnotate	20150310	65460
mmViewStandings	_Romka_	16365: BannerAnnotate	20150313	16365
mmViewStandings	a9108tc	16373: BannerAnnotate	20150313	32746
mmViewStandings	a9108tc	16373: BannerAnnotate	20150314	114611
mmViewStandings	a9108tc	16373: BannerAnnotate	20150316	196476
mmViewStandings	a9108tc	16373: BannerAnnotate	20150317	32746
mmViewStandings	ablasco	16359: BannerRegistration	20150304	16359
mmViewStandings	ablasco	16359: BannerRegistration	20150305	65436
mmViewStandings	ablasco	16370: BannerAnnotate	20150308	16370
mmViewStandings	ablasco	16374: BannerAnnotate	20150311	16374
mmViewStandings	ablasco	16377: BannerAnnotate	20150312	16377
mmViewStandings	ablasco	16379: BannerAnnotate	20150313	16379
mmViewStandings	ablasco	16381: BannerAnnotate	20150313	49143
mmViewStandings	ablasco	16388: BannerAnnotate	20150308	98328
mmViewStandings	abundrew	16359: BannerRegistration	20150303	32718
mmViewStandings	abundrew	16359: BannerRegistration	20150403	16359
mmViewStandings	abundrew	16383: BannerAnnotate	20150308	32766
mmViewStandings	abundrew	16383: BannerAnnotate	20150309	16383
mmViewStandings	abundrew	16383: BannerAnnotate	20150310	16383
mmViewStandings	abundrew	16383: BannerAnnotate	20150312	32766
mmViewStandings	abundrew	16383: BannerAnnotate	20150315	32766
mmViewStandings	abundrew	16383: BannerAnnotate	20150316	16383
mmViewStandings	ahoenig	16359: BannerRegistration	20150302	16359
mmViewStandings	ahoenig	16359: BannerRegistration	20150304	16359
mmViewStandings	ahoenig	16359: BannerRegistration	20150306	49077
mmViewStandings	ahoenig	16376: BannerAnnotate	20150309	81880
mmViewStandings	ahoenig	16376: BannerAnnotate	20150310	16376
mmViewStandings	ahoenig	16376: BannerAnnotate	20150312	16376
mmViewStandings	ahoenig	16376: BannerAnnotate	20150316	16376
mmViewStandings	ainu7	16374: BannerAnnotate	20150308	32748
mmViewStandings	ainu7	16374: BannerAnnotate	20150314	98244
mmViewStandings	ainu7	16374: BannerAnnotate	20150315	32748
mmViewStandings	ainu7	16374: BannerAnnotate	20150316	147366
mmViewStandings	ainu7	16374: BannerAnnotate	20150317	16374
mmViewStandings	al_gol	16359: BannerRegistration	20150304	32718
mmViewStandings	al_gol	16359: BannerRegistration	20150308	32718
mmViewStandings	al_gol	16375: BannerAnnotate	20150308	196500
mmViewStandings	al_gol	16375: BannerAnnotate	20150309	638625
mmViewStandings	al_gol	16375: BannerAnnotate	20150310	524000
mmViewStandings	al_gol	16375: BannerAnnotate	20150311	589500
mmViewStandings	al_gol	16375: BannerAnnotate	20150312	671375
mmViewStandings	al_gol	16375: BannerAnnotate	20150313	507625
mmViewStandings	al_gol	16375: BannerAnnotate	20150314	2898375
mmViewStandings	al_gol	16375: BannerAnnotate	20150315	376625
mmViewStandings	al_gol	16375: BannerAnnotate	20150316	818750
mmViewStandings	al_gol	16375: BannerAnnotate	20150317	262000
mmViewStandings	al_gol	16375: BannerAnnotate	20150318	262000
mmViewStandings	al_gol	16375: BannerAnnotate	20150319	32750
mmViewStandings	alazyrabbit	16359: BannerRegistration	20150304	32718
mmViewStandings	alcanta	16359: BannerRegistration	20150302	49077
mmViewStandings	alcanta	16359: BannerRegistration	20150303	16359
mmViewStandings	alecn2002	16359: BannerRegistration	20150303	16359
mmViewStandings	alegro	16359: BannerRegistration	20150303	16359
mmViewStandings	alegro	16359: BannerRegistration	20150304	32718
mmViewStandings	alegro	16359: BannerRegistration	20150305	16359
mmViewStandings	alexpeptan	16359: BannerRegistration	20150303	16359
mmViewStandings	alinionut.popa	16359: BannerRegistration	20150303	16359
mmViewStandings	alinionut.popa	16359: BannerRegistration	20150309	49077
mmViewStandings	alko	16359: BannerRegistration	20150309	49077
mmViewStandings	all_random	16368: BannerAnnotate	20150308	16368
mmViewStandings	all_random	16368: BannerAnnotate	20150309	114576
mmViewStandings	all_random	16368: BannerAnnotate	20150310	212784
mmViewStandings	all_random	16368: BannerAnnotate	20150311	343728
mmViewStandings	all_random	16368: BannerAnnotate	20150312	229152
mmViewStandings	all_random	16368: BannerAnnotate	20150313	130944
mmViewStandings	all_random	16368: BannerAnnotate	20150314	245520
mmViewStandings	all_random	16368: BannerAnnotate	20150315	212784
mmViewStandings	all_random	16368: BannerAnnotate	20150316	621984
mmViewStandings	all_random	16368: BannerAnnotate	20150320	16368
mmViewStandings	ananthhh	16383: BannerAnnotate	20150310	49149
mmViewStandings	ananthhh	16383: BannerAnnotate	20150315	32766
mmViewStandings	anonymous	16359: BannerRegistration	20150302	1276002
mmViewStandings	anonymous	16359: BannerRegistration	20150303	3697134
mmViewStandings	anonymous	16359: BannerRegistration	20150304	3173646
mmViewStandings	anonymous	16359: BannerRegistration	20150305	2372055
mmViewStandings	anonymous	16359: BannerRegistration	20150306	572565
mmViewStandings	anonymous	16359: BannerRegistration	20150307	736155
mmViewStandings	anonymous	16359: BannerRegistration	20150308	212667
mmViewStandings	anonymous	16359: BannerRegistration	20150309	163590
mmViewStandings	anonymous	16359: BannerRegistration	20150311	16359
mmViewStandings	anonymous	16359: BannerRegistration	20150312	49077
mmViewStandings	anonymous	16359: BannerRegistration	20150313	16359
mmViewStandings	anonymous	16359: BannerRegistration	20150317	16359
mmViewStandings	anonymous	16359: BannerRegistration	20150319	32718
mmViewStandings	anonymous	16359: BannerRegistration	20150330	32718
mmViewStandings	anonymous	16359: BannerRegistration	20150403	16359
mmViewStandings	anonymous	16359: BannerRegistration	20150405	16359
mmViewStandings	anonymous	16364: BannerAnnotate	20150308	81820
mmViewStandings	anonymous	16364: BannerAnnotate	20150309	49092
mmViewStandings	anonymous	16364: BannerAnnotate	20150310	65456
mmViewStandings	anonymous	16364: BannerAnnotate	20150311	81820
mmViewStandings	anonymous	16364: BannerAnnotate	20150312	81820
mmViewStandings	anonymous	16364: BannerAnnotate	20150313	65456
mmViewStandings	anonymous	16364: BannerAnnotate	20150314	147276
mmViewStandings	anonymous	16364: BannerAnnotate	20150315	278188
mmViewStandings	anonymous	16364: BannerAnnotate	20150316	736380
